Gruppe,ValgstedId,KredsNr,StorKredsNr,LandsdelsNr,Opførelsesår_Antal_boliger_2000-2009
,270009,23,3,1,17
,270010,23,3,1,167
,270011,23,3,1,98
,270012,23,3,1,51
,306001,38,5,2,341
,306002,38,5,2,109
,306003,38,5,2,20
,306004,38,5,2,131
,306005,38,5,2,61
,306006,38,5,2,202
,306007,38,5,2,371
,306008,38,5,2,103
,306010,38,5,2,26
,306011,38,5,2,215
,306012,38,5,2,17
,306013,38,5,2,13
,316001,37,5,2,659
,316002,37,5,2,759
,316003,37,5,2,344
,316004,37,5,2,44
,316005,37,5,2,157
,316006,37,5,2,69
,316007,37,5,2,354
,316008,37,5,2,45
,316009,37,5,2,239
,316010,37,5,2,122
,316011,37,5,2,240
,316012,37,5,2,74
,316013,37,5,2,202
,316014,37,5,2,133
,316015,37,5,2,31
,320001,33,5,2,339
,320002,33,5,2,426
,320003,33,5,2,192
,320004,33,5,2,177
,320005,33,5,2,254
,320006,33,5,2,155
,320007,33,5,2,215
,326001,38,5,2,277
,326002,38,5,2,16
,326003,38,5,2,161
,326004,38,5,2,171
,326005,38,5,2,56
,326006,38,5,2,22
,326007,38,5,2,43
,326008,38,5,2,80
,326009,38,5,2,344
,326010,38,5,2,30
,326011,38,5,2,31
,326012,38,5,2,50
,326013,38,5,2,242
,326014,38,5,2,73
,326015,38,5,2,102
,326016,38,5,2,279
,326017,38,5,2,35
,326018,38,5,2,302
,329001,39,5,2,1340
,329002,39,5,2,8
,329003,39,5,2,45
,329004,39,5,2,229
,329005,39,5,2,20
,329006,39,5,2,11
,329008,39,5,2,74
,329009,39,5,2,27
,329010,39,5,2,69
,329011,39,5,2,16
,329012,39,5,2,32
,329013,39,5,2,35
,329014,39,5,2,27
,330001,40,5,2,53
,330003,40,5,2,158
,330004,40,5,2,92
,330005,40,5,2,207
,330006,40,5,2,307
,330007,40,5,2,91
,330008,40,5,2,207
,330009,40,5,2,251
,330010,40,5,2,47
,330011,40,5,2,419
,330012,40,5,2,0
,330013,40,5,2,46
,330017,40,5,2,0
,330019,40,5,2,92
,330021,40,5,2,117
,330022,40,5,2,430
,330024,40,5,2,12
,330025,40,5,2,175
,336001,33,5,2,195
,336002,33,5,2,305
,336003,33,5,2,163
,336004,33,5,2,134
,340001,39,5,2,370
,340002,39,5,2,170
,340004,39,5,2,51
,340005,39,5,2,109
,340006,39,5,2,197
,340008,39,5,2,402
,340010,39,5,2,148
,350001,34,5,2,402
,350002,34,5,2,113
,350003,34,5,2,29
,350004,34,5,2,29
,350005,34,5,2,38
,350006,34,5,2,267
,350008,34,5,2,50
,350009,34,5,2,133
,350011,34,5,2,140
,350012,34,5,2,79
,360001,29,5,2,4
,360003,29,5,2,34
,360008,29,5,2,2
,360011,29,5,2,18.51
,360013,29,5,2,268
,360014,29,5,2,0
,360019,29,5,2,13
,360020,29,5,2,115
,360021,29,5,2,116.01
,360026,29,5,2,1.48
,360027,29,5,2,4
,360028,29,5,2,0
,360029,29,5,2,49
,360035,29,5,2,51
,360036,29,5,2,49
,360037,29,5,2,11
,370001,32,5,2,160
,370002,32,5,2,12
,370003,32,5,2,54
,370004,32,5,2,230
,370005,32,5,2,19
,370006,32,5,2,93
,370007,32,5,2,42
,370008,32,5,2,471
,370009,32,5,2,77
,370010,32,5,2,115
,370011,32,5,2,251
,370012,32,5,2,17
,370014,32,5,2,197
,370020,32,5,2,347
,370021,32,5,2,140
,370022,32,5,2,320
,370023,32,5,2,161
,370024,32,5,2,193
,370026,32,5,2,53
,370027,32,5,2,843
,370028,32,5,2,51
,370029,32,5,2,32
,370031,32,5,2,48
,370032,32,5,2,227
,376001,30,5,2,234
,376002,30,5,2,7
,376003,30,5,2,17
,376004,30,5,2,125
,376005,30,5,2,171
,376006,30,5,2,13
,376007,30,5,2,53
,376008,30,5,2,98
,376009,30,5,2,11
,376010,30,5,2,138
,376011,30,5,2,24
,376012,30,5,2,69
,376013,30,5,2,93
,376014,30,5,2,44
,376015,30,5,2,4
,376016,30,5,2,190
,376017,30,5,2,29
,376018,30,5,2,39
,376019,30,5,2,176
,376020,30,5,2,32
,390001,31,5,2,237
,390002,31,5,2,346
,390003,31,5,2,215
,390004,31,5,2,141
,390005,31,5,2,6
,390006,31,5,2,99
,390007,31,5,2,84
,390008,31,5,2,218
,390009,31,5,2,23
,390010,31,5,2,16
,390011,31,5,2,95
,390012,31,5,2,292
,390013,31,5,2,14
,390014,31,5,2,21
,390015,31,5,2,67
,390016,31,5,2,60
,390017,31,5,2,113
,400001,28,4,1,49
,400002,28,4,1,28
,400003,28,4,1,37
,400004,28,4,1,78
,400005,28,4,1,53
,400006,28,4,1,79
,400007,27,4,1,22
,400008,27,4,1,151
,400009,27,4,1,27
,410001,45,6,2,350
,410002,45,6,2,367
,410003,45,6,2,197
,410004,45,6,2,436
,410005,45,6,2,85
,410006,45,6,2,162
,410007,45,6,2,76
,410008,45,6,2,111
,410009,45,6,2,48
,410010,45,6,2,123
,410011,45,6,2,32
,411001,28,4,1,0
,420001,44,6,2,218
,420002,44,6,2,16
,420003,44,6,2,6
,420004,44,6,2,6
,420005,44,6,2,251
,420006,44,6,2,11
,420007,44,6,2,11
,420008,44,6,2,146
,420009,44,6,2,24
,420010,44,6,2,15
,420011,44,6,2,109
,420012,44,6,2,8
,420013,44,6,2,157
,420014,44,6,2,17
,420015,44,6,2,42
,420016,44,6,2,89
,420017,44,6,2,103
,420018,44,6,2,16
,430001,48,6,2,39
,430002,48,6,2,85
,430003,48,6,2,58
,430004,48,6,2,20
,430005,48,6,2,0
,430007,48,6,2,319
,430008,48,6,2,37
,430009,48,6,2,41
,430010,48,6,2,0
,430011,48,6,2,36
,430012,48,6,2,57
,430013,48,6,2,44
,430014,48,6,2,10
,430015,48,6,2,425
,430016,48,6,2,12
,430017,48,6,2,40
,430018,48,6,2,93
,430019,48,6,2,57
,430020,48,6,2,192
,430021,48,6,2,81
,430022,48,6,2,303
,440001,46,6,2,53
,440002,46,6,2,348
,440003,46,6,2,50
,440004,46,6,2,54
,440005,46,6,2,249
,440006,46,6,2,240
,450001,46,6,2,24
,450002,46,6,2,69
,450003,46,6,2,446
,450004,46,6,2,273
,450005,46,6,2,10
,450006,46,6,2,185
,450007,46,6,2,11
,450008,46,6,2,1
,450009,46,6,2,18
,450010,46,6,2,111
,450011,46,6,2,18
,450012,46,6,2,36
,450013,46,6,2,55
,461001,41,6,2,198
,461002,41,6,2,424
,461003,41,6,2,38
,461004,41,6,2,32
,461005,41,6,2,201
,461006,41,6,2,31
,461007,41,6,2,642
,461009,41,6,2,645
,461011,42,6,2,477
,461012,42,6,2,129
,461013,42,6,2,62
,461014,42,6,2,84
,461016,42,6,2,360
,461017,42,6,2,33
,461018,42,6,2,24
,461019,42,6,2,233
,461020,42,6,2,35
,461021,42,6,2,255
,461023,43,6,2,347
,461024,43,6,2,14
,461025,43,6,2,210
,461026,43,6,2,65
,461028,43,6,2,230
,461029,43,6,2,13
,461030,43,6,2,166
,461031,43,6,2,66
,461032,43,6,2,53
,461033,43,6,2,285
,461035,41,6,2,0
,461036,41,6,2,102
,479001,47,6,2,364
,479002,47,6,2,15
,479003,47,6,2,345
,479004,47,6,2,30.07
,479005,47,6,2,127
,479006,47,6,2,0
,479007,47,6,2,199
,479008,47,6,2,22.93
,479009,47,6,2,172
,479010,47,6,2,107
,479011,47,6,2,38
,479014,47,6,2,26
,479016,47,6,2,117
,479017,47,6,2,81
,479019,47,6,2,76
,479021,47,6,2,34
,479023,47,6,2,103
,479025,47,6,2,85
,479027,47,6,2,88
,480001,45,6,2,296
,480002,45,6,2,9
,480003,45,6,2,36
,480004,45,6,2,270
,480005,45,6,2,12
,480006,45,6,2,39
,480007,45,6,2,27
,480008,45,6,2,141
,480009,45,6,2,19
,480010,45,6,2,161
,482001,47,6,2,5.16
,482002,47,6,2,20.31
,482005,47,6,2,112.54
,482007,47,6,2,54.45
,482011,47,6,2,73.55
,492001,48,6,2,81
,492002,48,6,2,53
,492003,48,6,2,5
,510001,61,7,2,220.78
,510002,61,7,2,234
,510003,61,7,2,52.06
,510004,61,7,2,28.90
,510005,61,7,2,20.61
,510006,61,7,2,109.75
,510007,61,7,2,0
,510008,61,7,2,36.34
,510009,61,7,2,130
,510010,61,7,2,52.66
,510011,61,7,2,26.56
,510012,61,7,2,16.66
,510013,61,7,2,81.16
,510014,61,7,2,26.77
,510015,61,7,2,21
,510016,61,7,2,15
,510017,61,7,2,221.79
,510018,61,7,2,25.95
,510019,61,7,2,7
,510020,61,7,2,77.93
,510021,61,7,2,6.32
,510022,61,7,2,8.75
,530001,55,7,2,229
,530002,55,7,2,64
,530003,55,7,2,66
,530004,55,7,2,47
,530005,55,7,2,27
,530006,55,7,2,344
,530007,55,7,2,57
,540001,49,7,2,139
,540002,49,7,2,36
,540003,49,7,2,179
,540004,49,7,2,59
,540005,49,7,2,154
,540006,49,7,2,215
,540007,49,7,2,43
,540008,49,7,2,4
,540009,49,7,2,398
,540010,49,7,2,37
,540011,49,7,2,247
,540012,49,7,2,408
,540013,49,7,2,174
,540014,49,7,2,35
,540015,49,7,2,183
,540016,49,7,2,481
,540017,49,7,2,12
,550001,51,7,2,18
,550002,51,7,2,9
,550003,51,7,2,7
,550004,51,7,2,24
,550007,51,7,2,3
,550008,51,7,2,12
,550012,51,7,2,73
,550014,51,7,2,42
,550015,51,7,2,3
,550016,51,7,2,5
,550017,51,7,2,34
,550018,51,7,2,23
,550019,51,7,2,2
,550021,51,7,2,0
,550023,51,7,2,69
,550024,51,7,2,3
,550025,51,7,2,220
,550027,51,7,2,8
,550029,51,7,2,6
,550051,51,7,2,20
,550061,51,7,2,133
,550071,51,7,2,9
,561002,52,7,2,246
,561003,52,7,2,35
,561004,52,7,2,89
,561005,52,7,2,36
,561006,52,7,2,40
,561007,52,7,2,15
,561008,53,7,2,52
,561011,52,7,2,36
,561012,53,7,2,214
,561015,52,7,2,42
,561016,53,7,2,284
,561017,53,7,2,131
,561020,53,7,2,173
,561021,52,7,2,41
,561022,52,7,2,42
,561023,52,7,2,0
,561024,53,7,2,248
,561025,53,7,2,440
,561028,53,7,2,346
,561032,53,7,2,25
,561033,53,7,2,62
,561035,53,7,2,0
,561038,53,7,2,16
,561040,53,7,2,87
,563001,52,7,2,96
,563002,52,7,2,9
,573001,54,7,2,581
,573004,54,7,2,21
,573005,54,7,2,36
,573006,54,7,2,19
,573007,54,7,2,56
,573008,54,7,2,12
,573009,54,7,2,46
,573010,54,7,2,16
,573013,54,7,2,115
,573014,54,7,2,20
,573015,54,7,2,42
,573018,54,7,2,192
,573019,54,7,2,28
,573022,54,7,2,20
,573023,54,7,2,49
,573024,54,7,2,20
,573026,54,7,2,45
,573027,54,7,2,30
,573028,54,7,2,48
,573030,54,7,2,130
,573031,54,7,2,37
,573032,54,7,2,23
,573033,54,7,2,21
,575001,55,7,2,217
,575002,55,7,2,16
,575003,55,7,2,105
,575004,55,7,2,21
,575005,55,7,2,27
,575006,55,7,2,29
,575007,55,7,2,171
,575008,55,7,2,18
,575009,55,7,2,163
,575010,55,7,2,5
,575011,55,7,2,31
,575012,55,7,2,6
,575013,55,7,2,4
,575014,55,7,2,357
,575015,55,7,2,20
,575016,55,7,2,381
,575017,55,7,2,41
,575018,55,7,2,50
,575019,55,7,2,69
,580001,50,7,2,8
,580002,50,7,2,14
,580003,50,7,2,581
,580004,50,7,2,186
,580005,50,7,2,41
,580006,50,7,2,16
,580007,50,7,2,66
,580008,50,7,2,85
,580009,50,7,2,43
,580010,50,7,2,5
,580011,50,7,2,26
,580012,50,7,2,133
,580013,50,7,2,52
,580014,50,7,2,107
,580015,50,7,2,161
,580016,50,7,2,360
,580017,50,7,2,94
,580018,50,7,2,110
,607001,58,7,2,154
,607002,58,7,2,58
,607003,58,7,2,222
,607004,58,7,2,31
,607005,58,7,2,328
,607006,58,7,2,693
,607007,58,7,2,133
,607008,58,7,2,142
,615001,71,8,3,131
,615002,71,8,3,173
,615003,71,8,3,320
,615004,71,8,3,0
,615005,71,8,3,161
,615006,71,8,3,318
,615007,71,8,3,252
,615008,71,8,3,194
,615009,71,8,3,202
,615010,71,8,3,220
,615011,71,8,3,429
,615012,71,8,3,207
,615013,71,8,3,222
,615014,71,8,3,81
,615015,71,8,3,61
,615016,71,8,3,246
,615017,71,8,3,221
,615018,71,8,3,219
,615019,71,8,3,78
,615020,71,8,3,15
,615021,71,8,3,360
,615022,71,8,3,18
,621001,59,7,2,224
,621002,59,7,2,17
,621003,59,7,2,158
,621004,59,7,2,594
,621005,59,7,2,303
,621006,59,7,2,426
,621007,59,7,2,315
,621008,60,7,2,457
,621009,60,7,2,101
,621010,60,7,2,290
,621011,60,7,2,110
,621012,60,7,2,143
,621013,60,7,2,213
,621014,60,7,2,336
,621015,60,7,2,289
,630001,57,7,2,177
,630002,57,7,2,540
,630003,57,7,2,100
,630004,57,7,2,71
,630005,57,7,2,103
,630006,57,7,2,183
,630007,57,7,2,26
,630008,57,7,2,101
,630009,57,7,2,663
,630010,57,7,2,28
,630011,57,7,2,86
,630012,57,7,2,127
,630013,57,7,2,16
,630014,57,7,2,1
,630015,57,7,2,231
,630016,56,7,2,241
,630017,56,7,2,341
,630018,56,7,2,65
,630019,56,7,2,45
,630020,56,7,2,28
,630021,56,7,2,29
,630022,56,7,2,14
,630023,56,7,2,47
,630024,56,7,2,326
,630025,56,7,2,22
,630026,56,7,2,93
,630027,56,7,2,131
,630028,56,7,2,29
,630029,56,7,2,34
,630030,56,7,2,330
,630031,56,7,2,94
,630032,56,7,2,410
,630033,56,7,2,68
,630034,56,7,2,145
,657001,80,9,3,882
,657002,80,9,3,31
,657005,80,9,3,116
,657006,80,9,3,11
,657007,80,9,3,330
,657008,80,9,3,60
,657009,80,9,3,15
,657011,80,9,3,10
,657013,81,9,3,146
,657014,81,9,3,16
,657015,81,9,3,155
,657016,81,9,3,37
,657017,81,9,3,506
,657018,81,9,3,24
,657019,81,9,3,13
,657020,81,9,3,3
,657021,81,9,3,26
,657022,81,9,3,18
,657023,81,9,3,205
,657024,81,9,3,238
,657025,81,9,3,33
,657026,81,9,3,344
,657027,81,9,3,325
,657028,81,9,3,16
,657029,81,9,3,61
,657030,81,9,3,24
,661001,82,9,3,467
,661002,82,9,3,381
,661003,82,9,3,65
,661004,82,9,3,498
,661005,82,9,3,265
,661006,82,9,3,222
,661007,82,9,3,46
,661008,82,9,3,148
,661009,82,9,3,64
,661010,82,9,3,31
,665001,73,9,3,253
,665002,73,9,3,57
,665003,73,9,3,57
,665004,73,9,3,20
,665005,73,9,3,17
,665006,73,9,3,20
,665007,73,9,3,42
,665008,73,9,3,26
,671001,73,9,3,281
,671002,73,9,3,26
,671003,73,9,3,46
,671004,73,9,3,72
,671005,73,9,3,150
,671006,73,9,3,36
,671007,73,9,3,99
,706001,66,8,3,658
,706002,66,8,3,170
,706003,66,8,3,62
,706004,66,8,3,106
,706005,66,8,3,234
,706006,66,8,3,324
,706007,66,8,3,87
,706008,66,8,3,478
,707001,66,8,3,228
,707002,66,8,3,0
,707003,66,8,3,35
,707004,66,8,3,190
,707005,66,8,3,153
,707006,66,8,3,72
,707007,66,8,3,102
,707008,66,8,3,85
,707009,66,8,3,199
,707010,66,8,3,53
,710001,69,8,3,299
,710002,69,8,3,239
,710003,69,8,3,128
,710004,69,8,3,527
,710005,69,8,3,51
,710006,69,8,3,300
,710007,69,8,3,236
,710008,69,8,3,63
,710009,69,8,3,163
,710010,69,8,3,168
,710011,69,8,3,52
,710012,69,8,3,237
,710013,69,8,3,28
,710014,69,8,3,71
,727001,70,8,3,838
,727002,70,8,3,6
,727003,70,8,3,90
,727004,70,8,3,52
,727005,70,8,3,113
,727006,70,8,3,19
,727007,70,8,3,25
,727008,70,8,3,29
,727009,70,8,3,0
,727010,70,8,3,0
,730001,68,8,3,110
,730002,68,8,3,130
,730004,68,8,3,16
,730005,67,8,3,16
,730006,67,8,3,10
,730007,67,8,3,89
,730008,67,8,3,120
,730009,67,8,3,29
,730010,67,8,3,29
,730011,67,8,3,204.96
,730012,67,8,3,189
,730013,67,8,3,255
,730014,67,8,3,96
,730015,67,8,3,25
,730016,68,8,3,44
,730017,68,8,3,36
,730021,68,8,3,95
,730024,68,8,3,423.04
,730025,68,8,3,51
,730026,67,8,3,11
,730027,67,8,3,67
,730028,68,8,3,41
,730029,67,8,3,162
,730030,67,8,3,69
,730031,68,8,3,202
,730032,68,8,3,30
,730033,68,8,3,194
,730034,68,8,3,149
,730036,68,8,3,347
,730037,68,8,3,30
,740001,77,9,3,160
,740002,77,9,3,112
,740003,77,9,3,58
,740004,77,9,3,119
,740005,77,9,3,80
,740006,77,9,3,644
,740007,77,9,3,356
,740008,77,9,3,120
,740009,77,9,3,35
,740010,77,9,3,32
,740011,77,9,3,89
,740012,77,9,3,62
,740013,77,9,3,215
,740014,77,9,3,45
,740015,77,9,3,136
,740016,77,9,3,70
,740017,77,9,3,39
,740018,77,9,3,140
,740021,78,9,3,80
,740022,78,9,3,105
,740023,78,9,3,536
,740024,78,9,3,120
,740025,78,9,3,19
,740026,78,9,3,304
,740027,78,9,3,160
,740028,78,9,3,149
,740029,78,9,3,204
,740030,78,9,3,230
,740031,78,9,3,322
,740032,78,9,3,121
,741001,70,8,3,118
,741002,70,8,3,14
,746001,70,8,3,141
,746002,70,8,3,200
,746003,70,8,3,85
,746004,70,8,3,519
,746005,70,8,3,188
,746006,70,8,3,558
,746007,70,8,3,685
,746008,70,8,3,386
,746009,70,8,3,281
,746010,70,8,3,145
,746011,70,8,3,121
,746012,70,8,3,75
,751001,62,8,3,20
,751002,62,8,3,0
,751003,62,8,3,536
,751004,62,8,3,48
,751006,62,8,3,430
,751007,62,8,3,48
,751008,63,8,3,679
,751009,62,8,3,239
,751010,65,8,3,269.58
,751011,62,8,3,267
,751012,62,8,3,526
,751013,62,8,3,236
,751014,62,8,3,89.71
,751016,63,8,3,34
,751018,63,8,3,452
,751019,63,8,3,208
,751020,65,8,3,131.98
,751021,65,8,3,300.73
,751022,64,8,3,43
,751023,64,8,3,666
,751024,64,8,3,496
,751025,63,8,3,59
,751026,63,8,3,20
,751027,63,8,3,674
,751028,63,8,3,972
,751030,63,8,3,392
,751031,63,8,3,14
,751033,63,8,3,309
,751041,65,8,3,9
,751042,64,8,3,110
,751043,64,8,3,120
,751044,64,8,3,76
,751045,64,8,3,85
,751047,65,8,3,733
,751048,65,8,3,269
,751049,65,8,3,118
,751050,65,8,3,302
,751051,65,8,3,713
,751053,64,8,3,225
,751055,64,8,3,107
,751056,64,8,3,38
,751061,65,8,3,681
,751062,63,8,3,23
,751063,63,8,3,128
,751064,63,8,3,102
,751065,65,8,3,509
,751066,62,8,3,140
,751067,64,8,3,364
,751068,64,8,3,6
,756001,79,9,3,79
,756002,79,9,3,31
,756003,79,9,3,56
,756004,79,9,3,19
,756005,79,9,3,456
,756006,79,9,3,10
,756007,79,9,3,624
,756008,79,9,3,35
,756009,79,9,3,111
,756010,79,9,3,99
,760001,83,9,3,148.46
,760002,83,9,3,60
,760004,83,9,3,21.83
,760007,83,9,3,38.71
,760010,83,9,3,106
,760012,83,9,3,72
,760014,83,9,3,607
,760016,83,9,3,31
,760021,83,9,3,62
,760022,83,9,3,45
,760024,83,9,3,378
,760025,83,9,3,26
,760027,83,9,3,22
,760028,83,9,3,29
,760030,83,9,3,286
,760032,83,9,3,14
,760033,83,9,3,50
,760035,83,9,3,105
,766001,72,8,3,724
,766002,72,8,3,172
,766003,72,8,3,69
,766004,72,8,3,107
,766005,72,8,3,13
,766006,72,8,3,38
,766007,72,8,3,332
,766010,72,8,3,25
,766011,72,8,3,62
,766012,72,8,3,120
,766013,72,8,3,67
,766014,72,8,3,23
,766015,72,8,3,102
,766017,72,8,3,121
,766020,72,8,3,78
,766021,72,8,3,169
,766022,72,8,3,87
,766023,72,8,3,53
,766024,72,8,3,36
,773001,87,10,3,13
,773002,87,10,3,57.18
,773003,87,10,3,52.76
,773004,87,10,3,51
,773005,87,10,3,356.06
,779020,74,9,3,15
,779021,74,9,3,646
,779022,74,9,3,172
,779023,74,9,3,91
,779024,74,9,3,96
,779025,74,9,3,87
,779026,74,9,3,71
,779027,74,9,3,65
,787001,87,10,3,484.92
,787002,87,10,3,79.59
,787003,87,10,3,127.93
,787004,87,10,3,27.78
,787005,87,10,3,52.15
,787006,87,10,3,23
,787007,87,10,3,22.65
,787008,87,10,3,15.49
,787009,87,10,3,23.78
,787010,87,10,3,23
,787011,87,10,3,32.30
,787012,87,10,3,42.93
,787013,87,10,3,18.47
,787014,87,10,3,63
,787015,87,10,3,55
,791001,75,9,3,146
,791002,75,9,3,186
,791003,75,9,3,147
,791004,75,9,3,155
