Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_Modtog ikke ydelser;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_Modtog ikke ydelser;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_Modtog ikke ydelser;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_Modtog ikke ydelser
;350004;34;5;2;15;6;7;23;113;48;14;10;43;245;23;9;5;40;190;16;10;5;303;65
;350005;34;5;2;27;4;9;19;95;55;11;11;43;232;25;12;2;22;177;14;6;3;207;49
;350006;34;5;2;44;20;20;53;328;194;48;46;143;819;67;13;9;98;487;37;17;7;1070;237
;350008;34;5;2;33;13;10;23;244;115;25;15;81;487;41;15;4;71;320;25;19;9;607;130
;350009;34;5;2;24;9;7;18;202;96;21;10;47;461;29;11;7;42;345;26;13;9;705;168
;350011;34;5;2;15;6;2;5;160;119;27;29;30;515;25;8;4;24;337;23;14;5;624;149
;350012;34;5;2;28;16;17;11;255;135;36;26;53;593;51;16;5;74;348;24;9;4;624;142
;360001;29;5;2;11;5;-;8;36;22;8;7;26;63;10;4;2;38;69;8;3;2;279;40
;360003;29;5;2;37;16;8;53;126;74;29;18;143;240;36;13;6;133;227;22;23;6;792;106
;360008;29;5;2;8;4;6;8;52;20;6;4;46;96;12;9;1;58;67;9;4;3;350;41
;360011;29;5;2;27,44;7,80;6,43;48,86;115,93;53,83;28,33;14,38;111,28;262,38;29,23;11,32;4,85;115,85;193,16;28,96;23,43;6,69;731,39;97,16
;360013;29;5;2;96;46;24;106;451;198;52;38;288;823;110;28;18;288;585;53;46;14;2144;308
;360014;29;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;360019;29;5;2;33;17;7;29;193;99;39;17;161;341;63;15;9;133;306;33;25;5;983;146
;360020;29;5;2;155;66;58;201;570;219;57;54;529;897;98;40;28;489;629;64;42;13;2772;333
;360021;29;5;2;61,31;32,07;25,47;68,85;301,82;157,51;41,50;42,44;254,66;631,00;75,46;23,58;15,09;211,28;395,20;34,90;25,47;12,26;1415,74;181,09
;360026;29;5;2;2,25;3,13;1,11;10,29;11,25;10,65;3,17;3,18;26,06;42,61;2,31;1,10;3,06;28,88;36,64;4,14;3,11;0,05;190,87;31,75
;360027;29;5;2;4;2;1;4;20;5;4;2;17;45;8;2;4;17;48;6;5;-;192;23
;360028;29;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;360029;29;5;2;30;18;13;42;102;61;22;26;115;231;31;9;5;120;205;35;15;6;734;105
;360035;29;5;2;21;13;9;27;116;54;21;24;117;260;41;12;6;117;214;33;20;9;917;125
;360036;29;5;2;32;27;17;58;207;105;36;31;197;366;62;22;11;174;350;31;25;12;1105;148
;360037;29;5;2;16;11;8;66;83;44;12;15;145;136;21;12;6;114;123;20;8;1;561;62
;370001;32;5;2;81;32;16;62;300;184;42;39;188;552;88;18;4;138;440;42;20;9;1041;221
;370002;32;5;2;10;2;3;17;65;41;5;6;49;183;18;7;6;37;121;13;3;6;193;49
;370003;32;5;2;35;18;15;37;154;77;21;12;111;275;30;9;11;101;243;27;7;6;382;87
;370004;32;5;2;40;14;5;21;173;108;30;16;68;459;39;8;6;56;275;32;12;7;596;130
;370005;32;5;2;13;3;1;7;76;44;12;7;23;181;15;5;2;30;97;17;4;4;205;56
;370006;32;5;2;40;10;12;63;160;114;23;16;96;411;45;16;8;79;329;20;10;4;496;137
;370007;32;5;2;19;13;7;15;132;72;22;11;69;269;25;5;4;42;209;15;14;3;296;80
;370008;32;5;2;65;14;16;67;334;203;50;31;137;886;74;17;16;115;450;36;17;5;1169;196
;370009;32;5;2;16;13;6;13;125;51;18;9;48;228;26;4;1;43;150;10;6;6;310;79
;370010;32;5;2;19;4;11;20;126;63;18;13;54;266;33;5;3;53;202;16;6;4;312;97
;370011;32;5;2;41;14;9;22;250;124;30;18;78;537;60;14;10;78;342;30;19;6;737;174
;370012;32;5;2;7;1;3;3;56;29;7;4;20;116;11;2;1;16;60;6;3;1;85;35
;370014;32;5;2;56;20;13;28;281;153;53;23;130;630;84;16;10;125;416;30;18;5;891;177
;370020;32;5;2;62;33;19;54;386;165;45;38;206;787;71;19;7;171;431;38;28;12;1084;223
;370021;32;5;2;170;51;35;82;810;113;37;32;129;526;36;13;12;109;274;16;16;8;879;124
;370022;32;5;2;291;92;67;195;1369;392;118;94;467;1345;141;34;27;375;759;45;50;15;1873;321
;370023;32;5;2;132;40;40;73;654;226;63;51;249;884;104;22;12;203;634;51;29;16;1307;272
;370024;32;5;2;135;48;27;83;632;214;56;43;230;905;90;28;28;187;534;45;33;6;1769;262
;370026;32;5;2;42;20;12;26;308;134;32;23;63;573;40;11;5;39;379;23;13;6;847;152
;370027;32;5;2;85;30;22;50;462;220;52;36;180;1060;78;15;7;145;577;30;25;8;1494;188
;370028;32;5;2;138;43;19;80;599;157;47;39;282;669;65;20;11;237;345;26;14;3;1184;138
;370029;32;5;2;13;6;2;7;74;42;7;1;30;145;18;7;2;19;115;4;2;1;163;54
;370031;32;5;2;33;9;5;24;170;68;19;20;93;311;45;9;8;67;245;22;13;4;368;83
;370032;32;5;2;16;5;7;7;119;62;8;8;36;215;33;11;8;64;250;38;24;6;1147;155
;376001;30;5;2;137;72;46;118;677;134;56;37;277;531;52;18;16;207;314;19;20;4;1282;150
;376002;30;5;2;122;55;40;81;526;165;45;42;170;608;68;14;10;131;358;28;16;10;801;141
;376003;30;5;2;69;30;24;60;285;109;46;23;280;441;40;16;7;197;286;21;21;16;1192;137
;376004;30;5;2;86;41;19;96;422;141;35;27;188;561;58;23;7;147;366;30;23;5;1300;175
;376005;30;5;2;44;16;12;16;192;138;25;18;82;531;43;11;8;54;296;24;12;4;496;124
;376006;30;5;2;36;14;11;14;141;67;23;19;87;275;39;7;6;73;190;19;14;3;414;97
;376007;30;5;2;38;20;11;26;217;134;27;24;108;475;51;10;3;98;323;33;20;2;1094;161
;376008;30;5;2;34;16;11;37;155;85;18;14;155;293;64;11;8;144;257;36;21;10;974;141
;376009;30;5;2;22;12;8;17;119;54;19;15;78;223;29;3;5;76;152;15;4;3;399;69
;376010;30;5;2;39;13;13;24;208;115;34;28;116;411;48;18;7;119;292;27;16;8;934;154
;376011;30;5;2;44;13;11;14;143;85;26;20;117;314;52;9;6;88;244;23;14;6;551;98
;376012;30;5;2;30;17;10;37;200;116;30;21;98;367;56;12;6;98;310;24;14;10;644;108
;376013;30;5;2;74;43;33;76;352;165;52;34;284;588;97;24;14;230;467;52;32;13;1871;241
;376014;30;5;2;22;14;6;11;79;54;23;5;54;189;35;10;4;82;162;28;10;5;469;98
;376015;30;5;2;17;5;4;16;86;42;14;7;56;177;21;7;6;61;100;16;11;2;274;63
;376016;30;5;2;47;25;15;92;255;87;16;32;173;347;57;16;5;161;337;35;26;9;1223;189
;376017;30;5;2;45;17;11;38;240;138;31;27;137;427;55;22;11;126;301;38;18;8;753;144
;376018;30;5;2;30;9;6;22;134;78;21;9;58;226;40;11;7;61;205;19;12;1;583;97
;376019;30;5;2;23;8;10;27;150;75;32;9;87;322;42;23;7;88;328;28;26;10;1512;185
;376020;30;5;2;19;13;6;24;56;27;10;6;67;121;18;6;4;74;112;18;12;3;490;89
;390001;31;5;2;118;45;41;131;721;165;51;46;312;679;71;25;14;214;431;32;20;7;1474;201
;390002;31;5;2;64;28;20;76;338;120;56;33;139;477;62;17;16;162;306;37;28;14;1323;171
;390003;31;5;2;37;6;13;29;203;90;26;17;72;377;53;11;14;67;333;18;17;7;822;153
;390004;31;5;2;49;19;11;30;233;134;32;20;138;421;56;16;7;93;258;15;15;5;577;102
;390005;31;5;2;15;8;6;9;114;36;19;9;23;205;26;6;7;27;139;15;5;6;290;47
;390006;31;5;2;65;22;18;41;330;136;50;22;136;601;74;20;12;122;374;52;25;9;812;211
;390007;31;5;2;42;9;5;33;131;72;18;9;86;301;34;9;9;64;210;17;11;6;487;102
;390008;31;5;2;72;31;15;72;303;125;46;38;184;553;88;17;17;197;507;55;30;18;1977;277
;390009;31;5;2;11;6;3;9;76;43;11;5;59;164;26;9;3;62;152;11;12;3;573;109
;390010;31;5;2;23;12;3;35;121;83;32;17;59;311;44;17;9;70;240;26;18;6;608;120
;390011;31;5;2;9;3;6;4;67;28;11;8;26;145;15;5;2;36;108;14;2;6;409;79
;390012;31;5;2;43;12;4;57;239;106;34;19;155;414;63;21;8;132;421;42;18;8;1512;217
;390013;31;5;2;16;8;2;13;96;58;7;15;43;173;25;6;1;43;119;18;12;-;260;73
;390014;31;5;2;13;4;-;6;53;18;6;5;19;89;17;7;1;23;100;11;10;1;254;56
;390015;31;5;2;25;12;7;37;128;63;26;15;67;258;41;15;11;77;204;19;11;8;446;92
;390016;31;5;2;33;8;8;16;113;61;19;14;56;212;44;20;10;87;194;25;21;1;724;113
;390017;31;5;2;27;13;6;20;135;86;29;6;52;290;51;5;3;41;196;21;11;6;537;77
;400001;28;4;1;22;12;3;24;140;88;36;16;96;311;50;32;13;129;324;38;37;12;1251;183
;400002;28;4;1;20;14;10;17;176;87;24;16;103;347;51;22;13;97;316;40;20;15;934;151
;400003;28;4;1;12;6;1;8;83;60;21;13;42;224;38;9;7;61;209;27;13;16;802;121
;400004;28;4;1;47;21;13;42;266;164;49;35;176;484;92;30;20;183;394;44;28;11;1432;176
;400005;28;4;1;15;5;1;18;91;42;8;10;62;146;41;12;11;66;176;21;12;7;542;102
;400006;28;4;1;82;34;31;76;355;179;74;35;210;646;97;42;15;193;497;39;37;14;1536;216
;400007;27;4;1;49;17;10;28;189;106;31;20;128;364;56;22;13;77;244;17;17;8;634;109
;400008;27;4;1;223;81;70;236;1068;508;133;94;578;1678;253;65;40;482;1278;117;103;30;4272;604
;400009;27;4;1;31;10;9;28;129;89;24;16;110;281;51;22;12;122;253;37;20;9;968;138
;410001;45;6;2;123;42;18;63;621;226;76;39;255;926;112;42;14;231;690;42;38;15;1972;272
;410002;45;6;2;89;27;28;70;494;245;70;30;167;1023;116;33;12;182;689;64;47;12;1847;265
;410003;45;6;2;26;14;9;11;270;169;42;31;61;624;69;21;10;74;558;45;32;10;1184;237
;410004;45;6;2;62;23;26;27;289;131;40;19;92;543;48;9;11;83;322;22;11;1;551;116
;410005;45;6;2;25;5;6;26;101;59;12;14;47;219;27;12;3;41;211;14;5;2;369;61
;410006;45;6;2;58;32;14;58;293;157;45;23;124;547;93;18;7;114;389;30;18;13;834;151
;410007;45;6;2;30;11;6;10;138;78;20;17;35;318;45;11;6;45;211;11;10;5;404;75
;410008;45;6;2;68;22;19;40;214;113;35;24;121;420;43;23;9;113;252;19;16;7;768;119
;410009;45;6;2;48;19;11;44;205;117;24;20;122;445;54;13;5;84;233;24;9;5;574;107
;410010;45;6;2;38;15;9;36;213;122;14;9;75;394;49;16;6;76;291;22;16;5;565;105
;410011;45;6;2;24;5;6;16;114;75;23;15;52;278;28;12;5;32;165;13;8;4;337;82
;411001;28;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;420001;44;6;2;106;36;24;127;434;175;61;44;350;674;115;39;24;317;604;64;49;17;2252;270
;420002;44;6;2;26;9;7;20;148;67;22;15;68;249;23;11;9;65;209;19;10;4;484;84
;420003;44;6;2;18;5;3;11;56;33;10;7;35;111;19;1;3;34;81;7;9;4;179;44
;420004;44;6;2;15;7;4;13;61;35;12;7;43;147;24;8;4;31;105;6;7;2;183;30
;420005;44;6;2;68;25;22;67;301;146;39;29;152;610;64;16;7;120;400;25;11;9;1015;135
;420006;44;6;2;13;4;1;6;52;28;10;9;33;130;14;1;2;18;73;9;2;1;163;39
;420007;44;6;2;23;5;8;12;122;62;20;5;52;195;34;6;2;36;182;12;9;6;230;67
;420008;44;6;2;42;29;19;50;236;131;32;26;138;436;61;18;11;92;288;26;18;5;748;105
;420009;44;6;2;22;9;4;5;76;41;4;10;56;157;18;11;4;25;98;11;6;3;249;39
;420010;44;6;2;11;9;4;9;79;36;14;9;33;161;29;5;3;24;101;8;2;-;207;50
;420011;44;6;2;106;29;28;59;455;259;85;48;188;955;110;23;17;178;602;47;33;9;1311;229
;420012;44;6;2;10;3;1;2;56;23;4;7;30;93;15;5;3;25;102;7;6;4;216;45
;420013;44;6;2;46;18;10;35;213;110;27;18;118;376;62;17;9;113;303;30;10;7;1042;135
;420014;44;6;2;6;8;4;12;55;32;9;9;33;97;16;2;1;16;78;12;7;2;159;37
;420015;44;6;2;31;9;6;9;106;69;12;17;47;285;35;5;5;38;176;17;9;9;381;86
;420016;44;6;2;26;12;5;26;182;81;19;14;81;293;36;11;6;69;238;18;7;2;365;73
;420017;44;6;2;34;16;11;26;184;120;20;22;63;426;39;7;6;62;242;19;4;2;543;99
;420018;44;6;2;35;8;8;10;119;74;17;11;54;292;34;8;5;45;176;17;12;3;331;66
;430001;48;6;2;27;7;8;10;120;68;13;10;49;260;32;10;4;60;178;14;5;7;376;56
;430002;48;6;2;16;4;8;41;89;80;15;10;63;191;18;9;4;38;108;7;9;5;353;56
;430003;48;6;2;43;7;5;15;155;82;21;12;95;299;25;6;3;70;172;17;11;4;512;62
;430004;48;6;2;12;8;4;14;80;29;16;7;44;133;24;8;4;48;106;7;8;3;254;50
;430005;48;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;430007;48;6;2;100;34;41;101;498;196;55;48;317;716;143;38;25;344;710;75;74;25;2967;391
;430008;48;6;2;23;14;5;16;115;69;17;8;68;211;45;9;5;67;217;27;15;2;599;105
;430009;48;6;2;40;16;11;41;129;81;15;18;106;227;35;9;9;76;213;24;15;2;496;90
;430010;48;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;430011;48;6;2;28;11;6;12;98;66;18;15;68;250;35;9;3;55;238;23;16;10;666;113
;430012;48;6;2;17;12;4;18;105;59;23;9;70;200;41;10;3;65;192;24;11;4;478;97
;430013;48;6;2;27;6;7;9;96;68;17;16;54;253;33;6;5;38;140;10;13;3;285;59
;430014;48;6;2;23;17;12;18;119;88;20;16;69;201;31;7;4;56;134;9;6;3;267;62
;430015;48;6;2;129;44;40;138;652;300;93;56;329;1104;125;30;19;232;685;58;39;12;1957;268
;430016;48;6;2;24;7;5;17;104;49;15;7;55;165;24;2;6;22;138;7;6;2;184;54
;430017;48;6;2;43;11;4;20;181;72;25;12;102;258;50;11;4;75;174;20;11;2;525;103
;430018;48;6;2;43;18;16;53;192;112;25;22;153;352;35;15;6;101;190;21;11;7;481;72
;430019;48;6;2;44;10;8;30;165;92;23;17;94;301;44;11;7;85;243;22;13;2;554;84
;430020;48;6;2;56;28;17;27;276;189;43;36;119;613;74;18;12;76;373;28;19;6;811;150
;430021;48;6;2;27;6;9;13;128;72;22;16;57;326;33;12;4;52;169;13;5;3;480;67
;430022;48;6;2;73;17;16;43;318;229;45;34;138;787;83;16;17;89;476;41;21;5;902;163
;440001;46;6;2;20;16;2;7;137;73;23;9;60;306;49;17;8;79;221;14;14;6;513;101
;440002;46;6;2;66;29;20;81;401;167;58;33;206;719;115;35;17;183;659;59;47;10;2333;318
;440003;46;6;2;32;13;6;18;209;87;23;11;66;358;51;9;4;62;283;28;13;4;453;100
;440004;46;6;2;21;14;9;19;194;100;31;19;86;371;39;15;8;73;263;13;10;-;366;69
;440005;46;6;2;62;35;17;55;313;202;45;34;144;701;78;24;4;119;410;33;21;11;1123;158
;440006;46;6;2;110;39;18;80;415;217;72;38;289;764;106;32;18;271;551;34;26;11;1588;188
;450001;46;6;2;18;13;8;19;143;68;25;10;76;235;36;10;3;67;201;17;11;4;333;103
;450002;46;6;2;123;67;50;167;770;327;96;79;486;1127;117;28;30;456;809;73;42;19;2435;370
;450003;46;6;2;108;34;31;67;576;178;52;37;241;752;92;28;13;197;559;48;35;9;2190;254
;450004;46;6;2;25;11;10;23;128;98;21;20;76;342;44;4;12;84;248;21;14;3;560;102
;450005;46;6;2;11;4;4;6;70;43;12;8;65;161;11;8;-;42;99;16;4;3;231;49
;450006;46;6;2;54;12;11;32;213;124;24;22;118;432;39;10;8;105;240;20;14;8;766;103
;450007;46;6;2;6;2;3;6;40;27;8;2;14;88;10;2;1;11;48;3;4;-;97;25
;450008;46;6;2;7;5;4;3;51;30;6;5;21;109;9;2;3;24;52;3;4;2;101;21
;450009;46;6;2;18;2;4;7;64;32;13;6;36;138;17;2;5;29;114;7;4;1;189;32
;450010;46;6;2;26;9;6;18;108;70;13;11;66;254;21;4;1;51;166;15;10;4;563;65
;450011;46;6;2;18;4;7;14;97;50;17;10;48;188;20;9;3;51;178;16;14;3;299;76
;450012;46;6;2;17;6;8;10;93;52;17;9;54;202;20;2;1;32;133;10;3;3;287;53
;450013;46;6;2;24;10;6;6;89;60;12;10;43;200;20;4;3;39;134;14;6;1;216;49
;461001;41;6;2;590;271;160;240;4544;350;155;102;482;1641;100;29;30;303;636;54;31;15;1244;236
;461002;41;6;2;351;123;76;126;2004;449;141;103;440;1717;127;38;40;348;869;68;41;13;1807;264
;461003;41;6;2;150;67;38;79;943;154;50;46;225;621;43;11;21;167;208;9;14;2;643;91
;461004;41;6;2;415;138;109;128;3070;321;120;83;292;1339;88;24;23;236;610;40;34;14;1283;227
;461005;41;6;2;191;83;72;134;1199;309;98;79;604;989;69;28;22;506;462;46;34;14;1621;203
;461006;41;6;2;35;18;13;25;213;119;40;19;76;443;49;10;12;85;300;22;12;7;663;89
;461007;41;6;2;120;50;49;105;633;267;87;72;344;936;95;26;13;231;472;29;17;15;1312;182
;461009;41;6;2;85;36;16;61;457;159;58;42;142;656;59;20;14;131;310;16;13;6;526;96
;461011;42;6;2;550;231;121;190;4742;338;104;82;333;1544;94;28;16;250;689;41;34;4;1208;279
;461012;42;6;2;303;147;107;288;2083;396;129;99;699;1410;96;38;31;482;545;41;32;20;1870;230
;461013;42;6;2;17;5;10;13;114;58;16;7;53;212;15;9;6;44;133;11;7;2;194;44
;461014;42;6;2;114;45;43;69;799;274;80;67;211;965;112;32;21;187;607;49;36;6;1563;228
;461016;42;6;2;62;12;19;28;269;162;30;35;128;690;71;14;8;138;430;35;17;14;915;166
;461017;42;6;2;124;39;31;61;498;296;72;52;202;1028;83;35;16;168;561;56;39;12;1540;211
;461018;42;6;2;57;25;16;62;388;248;60;37;160;910;67;17;8;121;504;36;26;7;1691;207
;461019;42;6;2;53;24;31;62;380;191;55;45;199;827;74;15;11;125;409;25;24;7;1245;154
;461020;42;6;2;69;14;19;37;305;241;48;32;158;650;73;16;5;112;424;31;23;11;1195;199
;461021;42;6;2;31;16;7;24;233;135;31;29;126;595;42;13;8;84;266;16;9;6;604;131
;461023;43;6;2;504;170;100;168;3754;355;118;83;349;1557;104;18;12;268;820;49;38;16;2121;354
;461024;43;6;2;69;30;13;29;648;192;44;37;75;959;66;18;11;50;693;45;23;5;1055;343
;461025;43;6;2;234;100;69;117;2579;257;88;64;350;1055;87;24;18;269;513;59;32;11;1557;282
;461026;43;6;2;112;49;41;86;804;480;130;87;324;1663;151;38;22;271;930;83;60;16;2769;444
;461028;43;6;2;76;17;20;27;396;236;72;38;145;850;68;14;11;105;514;36;24;7;1358;223
;461029;43;6;2;120;46;35;64;757;270;57;50;177;1125;80;12;10;135;649;38;21;12;1108;257
;461030;43;6;2;177;61;59;114;1322;344;88;97;354;1336;99;34;11;254;689;53;48;12;1900;329
;461031;43;6;2;61;22;23;48;295;173;62;31;112;635;35;7;6;85;283;20;14;2;755;103
;461032;43;6;2;16;10;2;12;98;35;20;4;56;134;17;1;1;38;83;11;3;1;207;38
;461033;43;6;2;76;30;25;71;493;221;51;38;220;852;72;17;10;166;486;38;23;9;1180;177
;461035;41;6;2;216;124;113;272;1487;242;122;97;1139;881;57;32;29;911;275;24;28;8;1815;140
;461036;41;6;2;104;50;36;106;759;144;65;38;312;532;48;17;11;239;352;31;26;12;889;174
;479001;47;6;2;286;139;81;296;1997;464;147;122;578;1756;199;64;34;414;1105;132;82;41;3611;551
;479002;47;6;2;44;39;14;87;325;136;29;23;225;475;58;14;8;213;272;17;17;11;772;108
;479003;47;6;2;103;57;41;131;631;252;94;68;425;906;112;30;16;322;528;71;43;13;1723;230
;479004;47;6;2;13,62;7,38;3,97;8,51;79,43;52,20;15,89;10,78;34,04;190,63;18,15;5,11;3,40;28,93;117,44;15,89;7,94;6,24;291,05;61,84
;479005;47;6;2;32;13;5;10;236;148;54;38;60;530;66;17;6;66;422;45;26;9;1239;245
;479006;47;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;479007;47;6;2;20;7;3;6;154;92;23;24;40;327;45;6;4;41;311;21;20;5;701;164
;479008;47;6;2;10,38;5,62;3,03;6,49;60,57;39,80;12,11;8,22;25,96;145,37;13,85;3,89;2,60;22,07;89,56;12,11;6,06;4,76;221,95;47,16
;479009;47;6;2;27;12;4;29;176;108;33;21;73;425;41;7;3;61;270;36;26;9;643;130
;479010;47;6;2;24;8;8;9;217;122;25;20;49;468;50;13;3;43;454;29;32;7;1070;206
;479011;47;6;2;38;10;13;37;173;109;33;15;57;405;47;6;6;75;266;34;20;8;827;104
;479014;47;6;2;30;6;3;18;107;73;18;8;51;206;41;5;4;39;133;7;1;1;273;54
;479016;47;6;2;33;16;6;15;336;78;32;17;61;307;24;10;5;42;167;13;12;-;500;74
;479017;47;6;2;36;22;13;37;187;97;28;15;120;307;65;12;14;80;244;29;16;7;636;112
;479019;47;6;2;37;18;7;26;195;109;38;18;71;345;56;10;8;88;300;36;18;2;683;134
;479021;47;6;2;16;3;3;13;95;56;15;9;48;193;26;3;1;32;118;9;6;1;290;55
;479023;47;6;2;25;9;6;19;99;81;17;14;65;212;27;5;4;55;166;13;9;1;331;84
;479025;47;6;2;21;6;4;19;82;62;10;5;55;183;21;3;8;43;132;20;7;4;415;79
;479027;47;6;2;18;11;7;20;155;69;22;19;41;234;37;10;5;60;216;19;11;2;447;93
;480001;45;6;2;77;37;28;75;422;179;45;47;203;680;103;31;12;197;529;56;43;23;1821;264
;480002;45;6;2;20;12;3;13;86;32;12;5;48;122;19;6;5;40;100;11;5;3;194;47
;480003;45;6;2;53;12;14;27;257;153;44;18;139;448;78;17;10;112;332;42;26;5;753;150
;480004;45;6;2;105;33;30;80;483;260;71;52;243;856;144;24;24;221;573;61;41;12;1795;224
;480005;45;6;2;18;4;5;19;103;64;13;13;47;174;24;6;4;41;138;21;4;3;259;57
;480006;45;6;2;16;9;3;10;85;76;10;12;62;211;41;7;5;49;158;13;13;2;284;59
;480007;45;6;2;20;11;9;24;127;58;18;10;43;254;23;16;7;37;151;18;7;5;209;58
;480008;45;6;2;26;12;11;3;207;140;26;25;53;530;44;6;9;50;295;32;15;4;572;123
;480009;45;6;2;31;12;8;12;108;75;21;15;65;233;29;6;8;48;166;17;5;5;289;63
;480010;45;6;2;82;21;27;49;296;196;55;34;207;658;79;19;15;146;356;21;17;6;1053;158
;482001;47;6;2;10,31;1,11;1,06;9,20;35,18;20,13;6,20;5,17;29,99;73,24;17,46;2,14;2,11;45,60;88,84;18,24;10,24;4,06;376,53;47,35
;482002;47;6;2;30,15;7,64;5,43;23,26;116,42;100,76;24,01;13,07;94,14;244,63;45,73;17,08;7,64;131,04;183,17;22,24;19,25;5,43;894,90;126,50
;482005;47;6;2;77,54;35,25;25,51;86,54;347,40;189,11;40,79;24,76;239,87;615,13;83,81;25,78;10,25;270,36;431,00;61,53;39,52;18,51;2000,58;248,15
;482007;47;6;2;31,17;8,09;4,45;28,17;124,06;67,71;20,26;11,09;60,52;229,12;30,62;12,36;4,09;81,42;185,57;17,81;17,09;9,72;668,79;105,22
;482011;47;6;2;9,83;5,91;3,55;9,83;42,94;40,29;12,74;9,91;45,48;120,88;30,38;5,64;4,91;70,58;117,43;15,19;8,91;4,28;647,21;73,78
;492001;48;6;2;29;14;7;22;249;59;17;13;61;236;51;15;5;102;268;36;15;5;1059;149
;492002;48;6;2;18;10;6;19;78;66;33;9;62;212;33;7;7;70;220;24;18;3;788;127
;492003;48;6;2;13;3;1;7;40;29;8;5;29;104;20;6;4;36;132;9;10;2;405;69
;510001;61;7;2;223,32;103,78;73,63;169,68;1242,73;291,19;81,42;72,13;500,21;1115,75;103,77;42,71;13,80;400,86;741,16;71,08;46,13;21,49;2823,14;371,33
;510002;61;7;2;90;46;45;122;617;222;68;69;388;895;87;27;17;257;576;43;32;7;1611;238
;510003;61;7;2;66,46;36,10;27,27;53,14;484,56;168,16;44,41;33,74;148,27;626,84;48,04;11,25;8,17;103,79;431,17;33,79;13,82;7,48;932,44;209,86
;510004;61;7;2;14,41;6,22;3,08;15,80;109,52;50,67;11,87;9,94;43,51;188,34;23,76;2,61;1,70;35,86;132,02;10,71;6,03;2,16;227,09;52,81
;510005;61;7;2;15,28;8,29;4,54;10,68;93,83;36,43;9,13;7,80;34,95;198,00;17,61;4,14;0,95;40,78;126,07;9,49;4,70;2,78;242,47;43,89
;510006;61;7;2;20,63;8,44;9,33;9,37;140,40;83,48;10,37;12,15;61,96;299,73;30,84;4,72;2,83;56,31;237,65;14,01;14,16;6,54;412,34;101,20
;510007;61;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;510008;61;7;2;23,67;6,42;4,25;9,67;103,54;64,60;13,51;9,09;51,44;220,57;36,59;6;6,25;48,60;197,99;19,85;10,67;7,42;462,84;88,54
;510009;61;7;2;29;8;9;14;165;121;27;21;72;509;43;9;5;59;265;27;21;5;586;138
;510010;61;7;2;13,33;7,58;8,75;6,33;108,46;57,40;9,49;8,91;43,56;197,43;28,41;4;4,75;45,40;177,01;30,15;12,33;3,58;427,16;93,46
;510011;61;7;2;14,46;7,15;8,20;21,61;83,88;43,94;8,31;10,36;51,17;163,61;23,92;5,10;9,05;58,48;130,44;15,46;9,36;3,15;313,50;52,84
;510012;61;7;2;9,54;5,18;3,24;10,72;66,58;34,29;10,36;4,42;31,39;154,99;18,09;7,12;3,06;23,75;125,25;10,54;3,42;2,18;170,87;31,17
