Gruppe,ValgstedId,KredsNr,StorKredsNr,LandsdelsNr,Boliger og personer efter boligstørrelse_01. Antal boliger_0-39 m2,Boliger og personer efter boligstørrelse_02. Antal boliger_40-79 m2,Boliger og personer efter boligstørrelse_03.Antal boliger_80-119 m2,Boliger og personer efter boligstørrelse_04. Antal boliger_120-159 m2,Boliger og personer efter boligstørrelse_05. Antal boliger_160-199 m2,Boliger og personer efter boligstørrelse_06. Antal boliger_200+ m2,Boliger og personer efter boligstørrelse_07. Antal boliger_Uoplyst areal,Boliger og personer efter boligstørrelse_08. Antal personer_0-39 m2,Boliger og personer efter boligstørrelse_09. Antal personer_40-79 m2,Boliger og personer efter boligstørrelse_10. Antal personer_80-119 m2,Boliger og personer efter boligstørrelse_11. Antal personer_120-159 m2,Boliger og personer efter boligstørrelse_12. Antal personer_160-199 m2,Boliger og personer efter boligstørrelse_13. Antal personer_200+ m2,Boliger og personer efter boligstørrelse_14. Antal_personer_Uoplyst areal
,482007,47,6,2,2,121.06,256.82,318.71,155.48,138.00,6.72,2,146.32,445.41,649.17,377.34,358.86,17.09
,482011,47,6,2,2,93.94,244.18,221.29,128.52,126.00,2.28,6,109.68,363.59,411.83,264.66,284.14,2.91
,492001,48,6,2,107,281,405,494,181,125,3,119,329,632,934,420,308,5
,492002,48,6,2,17,210,255,301,197,174,8,23,260,415,567,441,429,17
,492003,48,6,2,1,50,165,166,121,84,3,1,57,258,302,234,205,8
,510001,61,7,2,167.35,1912.37,2054.23,920.42,389.34,212.46,11.59,191.30,2309.58,3667.44,2184.08,1031.16,620.03,74.77
,510002,61,7,2,58,954,1256,627,360,143,1,62,1302,2594,1547,1015,425,1
,510003,61,7,2,67.40,522.90,559.87,530.52,305.44,152.93,2.40,71.44,652.25,1020.04,1333.69,821.55,433.23,5.22
,510004,61,7,2,0.93,29.43,118.02,134.38,101.95,102.85,1,1.84,35.30,245.60,335.54,285.42,295.11,4
,510005,61,7,2,1.83,30.13,136.31,147.87,83.60,87.15,0,4.92,39.59,280.39,351.04,236.98,267.41,0
,510006,61,7,2,3.72,71.59,237.46,243.50,163.04,115.21,0,3.72,84.64,463.66,591.60,461.57,339.86,0
,510007,61,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,510008,61,7,2,1.42,94.21,190.08,193.23,157.21,136.47,2,1.42,119.07,341.98,441.39,399.86,404.07,3
,510009,61,7,2,0,39,252,464,237,130,1,0,50,503,1216,713,430,2
,510010,61,7,2,3.58,55.79,185.92,196.77,138.79,118.53,1,5.58,79.93,350.02,441.61,345.14,348.93,1
,510011,61,7,2,0,67.77,166.34,125.36,110.68,75.52,3,0,88.12,390.88,278.09,285.85,211.11,6
,510012,61,7,2,1,27.90,62.13,141.33,109.34,42.16,0,1,33.33,124.50,360.65,314.64,116.94,0
,510013,61,7,2,10.25,39.73,179.90,182.06,146.22,87.61,0.01,16.26,53.17,328.52,453.22,393.29,286.74,0.01
,510014,61,7,2,1,70.33,267.53,286.31,164.98,116.32,0,1,98.55,557.62,718.26,455.51,341.95,0
,510015,61,7,2,0,51,139,210,97,83,0,0,65,262,494,259,238,0
,510016,61,7,2,6,33,113,181,81,39,3,7,44,197,443,226,125,6
,510017,61,7,2,74.03,813.97,1287.98,963.56,377.33,144.99,6.89,83.03,989.86,2301.45,2323.69,1040.74,391.10,12.77
,510018,61,7,2,2.50,118.87,266.22,310.69,215.08,182.79,0.11,3.50,144.61,501.90,756.13,562.29,537.52,0.23
,510019,61,7,2,1,32,117,162,98,97,0,1,46,244,373,237,296,0
,510020,61,7,2,4,240.81,474.47,475.32,231.07,158.25,3,4,286.78,915.08,1055.30,609.68,461.42,5
,510021,61,7,2,0,30.53,80.08,132.00,73.23,53.41,1.79,0,43.07,140.37,265.22,195.11,153.42,6.25
,510022,61,7,2,0,11.65,19.45,74.69,45.70,48.34,1.21,0,15.16,39.55,184.48,131.21,140.16,2.75
,530001,55,7,2,103,622,835,832,563,245,2,117,838,1607,2066,1620,773,7
,530002,55,7,2,5,130,349,310,177,110,1,5,161,649,742,464,327,4
,530003,55,7,2,5,133,205,247,192,155,2,6,171,383,572,508,487,4
,530004,55,7,2,3,63,122,126,86,59,0,3,77,221,302,228,185,0
,530005,55,7,2,4,33,101,147,67,62,0,4,39,221,357,201,212,0
,530006,55,7,2,102,1004,1622,1348,769,341,8,115,1277,3063,3241,2176,1089,45
,530007,55,7,2,6,99,230,288,189,109,2,6,120,390,674,535,311,5
,540001,49,7,2,33,479,1075,749,301,223,9,35,560,1871,1714,749,641,17
,540002,49,7,2,16,215,457,338,140,127,2,16,261,919,754,353,397,3
,540003,49,7,2,14,230,586,441,209,180,2,16,274,1042,1018,538,516,4
,540004,49,7,2,8,75,255,342,207,201,1,8,91,490,755,524,542,2
,540005,49,7,2,25,251,616,549,250,135,13,28,318,1065,1261,690,381,22
,540006,49,7,2,1,179,290,452,335,218,5,1,202,481,1103,933,602,17
,540007,49,7,2,6,89,269,349,182,240,1,7,125,495,765,443,653,3
,540008,49,7,2,1,27,47,67,50,64,0,2,45,87,131,127,164,0
,540009,49,7,2,279,842,1884,886,404,212,4,309,1026,3972,2281,1195,625,14
,540010,49,7,2,355,1235,1687,593,340,87,23,369,1621,3535,1415,901,280,56
,540011,49,7,2,136,1694,1574,588,246,175,27,158,2087,2750,1314,640,523,131
,540012,49,7,2,15,314,888,839,459,197,1,15,362,1617,2113,1337,606,4
,540013,49,7,2,0,117,296,505,267,192,1,0,141,589,1236,774,570,3
,540014,49,7,2,0,45,170,249,149,146,2,0,59,329,595,415,418,2
,540015,49,7,2,17,266,514,573,382,281,4,20,329,920,1424,1069,844,10
,540016,49,7,2,22,656,1171,1068,583,368,13,25,784,2134,2463,1543,1014,22
,540017,49,7,2,0,23,93,132,74,74,0,0,32,170,307,231,223,0
,550001,51,7,2,5,72,231,290,140,124,2,6,90,423,665,351,334,2
,550002,51,7,2,1,17,73,110,62,73,0,1,21,123,222,151,200,0
,550003,51,7,2,0,5,58,87,48,40,0,0,7,109,216,126,107,0
,550004,51,7,2,2,146,249,244,121,94,1,2,183,407,551,275,281,1
,550007,51,7,2,0,11,66,83,44,56,0,0,20,119,170,93,157,0
,550008,51,7,2,1,32,109,164,110,75,0,1,47,195,390,266,220,0
,550012,51,7,2,7,285,480,428,282,164,2,8,318,786,897,712,485,3
,550014,51,7,2,0,17,108,165,148,130,2,0,21,164,382,412,421,7
,550015,51,7,2,15,47,61,88,64,82,0,15,58,104,204,151,241,0
,550016,51,7,2,0,15,47,126,89,100,2,0,19,87,284,270,310,8
,550017,51,7,2,0,132,169,292,165,183,4,0,159,319,653,427,548,11
,550018,51,7,2,0,38,81,108,51,67,2,0,61,140,244,119,208,2
,550019,51,7,2,0,10,58,73,41,53,0,0,13,108,178,106,164,0
,550021,51,7,2,2,23,75,97,65,47,0,3,35,140,212,173,144,0
,550023,51,7,2,32,302,433,590,334,200,4,39,350,810,1347,881,584,22
,550024,51,7,2,0,20,102,172,89,81,1,0,21,173,372,247,235,4
,550025,51,7,2,97,1006,1437,998,494,274,9,106,1213,2549,2226,1270,768,52
,550027,51,7,2,0,22,98,159,107,74,2,0,27,190,375,290,215,3
,550029,51,7,2,0,17,96,158,96,80,0,0,22,153,342,255,243,0
,550051,51,7,2,2,24,96,89,53,31,2,3,31,153,176,118,73,5
,550061,51,7,2,10,299,577,527,270,142,1,12,359,967,1191,734,443,1
,550071,51,7,2,0,15,48,81,62,58,1,0,22,93,180,161,193,1
,561002,52,7,2,300,4013,2467,769,276,97,22,308,5173,4273,1736,707,289,188
,561003,52,7,2,98,914,716,50,32,7,3,114,1116,1158,129,92,23,3
,561004,52,7,2,26,1060,889,321,91,29,5,31,1445,1747,795,252,127,6
,561005,52,7,2,212,954,1668,474,144,24,2,221,1279,3752,1239,365,69,3
,561006,52,7,2,322,832,1405,525,234,85,3,327,1136,2734,1366,695,272,7
,561007,52,7,2,31,731,1115,501,121,29,4,34,990,2535,1305,345,95,11
,561008,53,7,2,1,57,193,302,230,92,4,1,71,380,794,693,278,17
,561011,52,7,2,12,533,509,523,345,74,3,16,708,964,1351,956,220,13
,561012,53,7,2,2,120,295,521,288,132,5,3,141,618,1380,885,421,8
,561015,52,7,2,1,480,953,1125,485,139,0,2,564,1913,2853,1405,417,0
,561016,53,7,2,27,419,864,998,731,320,14,32,490,1577,2438,2102,995,41
,561017,53,7,2,0,28,114,243,152,55,2,0,42,210,662,494,180,5
,561020,53,7,2,4,125,397,470,292,150,4,5,152,798,1205,896,488,14
,561021,52,7,2,40,793,536,429,171,41,0,41,957,1354,1129,446,130,0
,561022,52,7,2,31,304,478,422,223,59,0,34,362,1001,1021,585,169,0
,561023,52,7,2,34,511,653,411,185,40,1,35,647,1430,1029,515,123,1
,561024,53,7,2,14,161,611,484,320,68,4,16,188,1306,1284,1091,267,16
,561025,53,7,2,48,681,1216,1404,875,478,6,59,809,2255,3518,2532,1431,9
,561028,53,7,2,179,1244,1555,1295,809,442,34,203,1492,2836,2991,2225,1319,88
,561032,53,7,2,2,76,165,326,172,118,0,11,92,292,809,471,375,0
,561033,53,7,2,3,110,278,372,241,176,2,3,143,504,906,676,556,9
,561035,53,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,561038,53,7,2,0,20,148,239,157,140,1,0,27,267,528,403,407,2
,561040,53,7,2,12,198,389,464,300,226,6,13,273,756,1077,872,669,8
,563001,52,7,2,10,248,458,398,277,144,9,12,310,786,895,712,394,15
,563002,52,7,2,1,25,52,69,31,20,4,2,39,80,126,64,48,5
,573001,54,7,2,203,1712,2300,1581,857,376,86,223,2163,4349,3817,2384,1167,238
,573004,54,7,2,0,36,91,156,112,73,1,0,52,180,387,302,210,2
,573005,54,7,2,5,25,75,103,70,73,0,8,29,134,241,209,229,0
,573006,54,7,2,0,14,68,101,79,85,2,0,24,143,238,257,267,5
,573007,54,7,2,0,30,125,225,165,82,6,0,44,227,560,507,285,20
,573008,54,7,2,0,38,106,142,104,90,0,0,64,217,331,290,264,0
,573009,54,7,2,1,24,115,170,125,106,3,1,27,233,415,329,312,9
,573010,54,7,2,3,37,122,179,120,113,1,3,50,238,457,324,330,2
,573013,54,7,2,3,157,341,320,166,122,8,5,187,557,704,424,361,18
,573014,54,7,2,5,31,102,83,72,66,5,15,52,187,184,185,202,12
,573015,54,7,2,4,105,175,217,117,96,4,4,139,327,539,355,314,8
,573018,54,7,2,19,236,474,525,264,164,21,35,293,874,1263,729,512,47
,573019,54,7,2,2,44,87,71,38,36,1,6,90,178,134,78,80,3
,573022,54,7,2,0,46,122,159,97,85,1,0,62,240,410,265,267,3
,573023,54,7,2,9,93,200,230,132,74,3,9,119,355,538,360,217,8
,573024,54,7,2,0,21,67,72,71,56,1,0,29,123,177,178,168,2
,573026,54,7,2,0,38,110,172,159,118,9,0,46,222,409,480,382,27
,573027,54,7,2,0,58,116,138,80,75,3,0,68,212,330,219,222,8
,573028,54,7,2,6,46,153,156,122,114,2,6,66,283,374,329,320,6
,573030,54,7,2,41,370,649,752,469,400,11,45,462,1174,1679,1271,1238,27
,573031,54,7,2,4,104,229,260,173,123,8,6,146,411,597,471,396,19
,573032,54,7,2,3,118,214,278,127,78,1,5,151,390,651,333,214,2
,573033,54,7,2,1,32,83,105,68,74,0,1,40,170,246,179,200,0
,575001,55,7,2,21,348,831,687,418,248,3,28,458,1542,1666,1178,794,3
,575002,55,7,2,0,33,71,123,67,64,1,0,40,143,286,167,197,3
,575003,55,7,2,21,258,507,444,288,191,5,24,335,1009,1015,757,570,7
,575004,55,7,2,1,26,103,129,121,101,0,1,38,194,317,319,299,0
,575005,55,7,2,8,55,112,130,120,110,2,10,66,216,327,325,338,2
,575006,55,7,2,0,23,69,81,49,37,0,0,34,134,168,134,110,0
,575007,55,7,2,19,249,542,414,249,193,4,24,286,977,934,647,597,7
,575008,55,7,2,0,32,74,114,80,105,2,0,48,142,261,197,325,2
,575009,55,7,2,10,172,263,261,236,184,2,10,217,487,619,642,590,5
,575010,55,7,2,0,19,53,71,62,94,1,0,29,90,159,178,293,3
,575011,55,7,2,1,102,207,232,138,116,4,1,132,392,567,394,363,10
,575012,55,7,2,2,8,33,55,43,67,1,2,11,56,115,94,195,2
,575013,55,7,2,0,16,60,92,73,83,0,0,19,104,218,205,246,0
,575014,55,7,2,148,1046,1552,1011,534,250,16,176,1402,2867,2448,1460,766,68
,575015,55,7,2,0,3,42,84,68,76,0,0,5,84,202,184,222,0
,575016,55,7,2,3,91,292,379,322,237,1,7,111,524,961,1028,797,1
,575017,55,7,2,0,42,122,179,143,130,1,0,59,237,438,388,399,1
,575018,55,7,2,2,61,129,183,124,133,1,2,91,253,478,340,383,4
,575019,55,7,2,2,114,231,266,154,157,3,3,168,498,639,422,473,4
,580001,50,7,2,0,28,89,124,58,67,0,0,40,173,317,179,230,0
,580002,50,7,2,1,43,89,109,81,72,3,1,59,172,249,220,233,4
,580003,50,7,2,10,554,1079,855,488,191,10,12,629,1976,2096,1410,632,24
,580004,50,7,2,7,146,432,588,418,309,6,7,183,807,1448,1121,885,12
,580005,50,7,2,0,54,189,300,157,106,2,0,76,370,739,433,340,5
,580006,50,7,2,0,33,86,107,92,86,2,0,45,154,240,252,271,2
,580007,50,7,2,0,92,216,293,180,183,3,0,125,455,667,495,522,4
,580008,50,7,2,3,69,264,317,206,158,4,3,80,560,776,558,468,13
,580009,50,7,2,7,97,231,294,187,153,3,9,124,453,690,490,461,4
,580010,50,7,2,1,63,136,174,101,91,2,1,75,252,412,280,279,9
,580011,50,7,2,1,124,295,377,220,192,3,1,154,538,778,583,564,3
,580012,50,7,2,16,317,564,420,237,154,6,21,372,1003,973,630,496,18
,580013,50,7,2,4,99,210,348,198,130,1,7,131,376,806,502,372,1
,580014,50,7,2,5,188,539,590,367,315,4,7,234,1006,1278,869,881,12
,580015,50,7,2,37,565,807,663,349,176,7,44,694,1471,1544,874,490,16
,580016,50,7,2,226,1545,1785,871,459,279,39,273,1880,3043,2081,1146,827,120
,580017,50,7,2,76,319,934,424,217,77,1,79,442,1747,1049,566,228,1
,580018,50,7,2,16,399,622,331,130,31,1,21,479,1371,866,386,93,3
,607001,58,7,2,224,2191,2927,1328,412,100,25,253,2962,5983,3456,1193,297,195
,607002,58,7,2,0,20,139,234,129,95,1,0,26,293,558,377,284,2
,607003,58,7,2,72,363,1222,1393,722,355,4,139,453,2493,3510,1942,1055,6
,607004,58,7,2,6,19,76,106,68,68,1,7,32,129,266,185,196,2
,607005,58,7,2,22,203,555,711,538,275,1,23,279,1052,1843,1590,849,4
,607006,58,7,2,95,1409,2521,927,371,78,4,110,1754,5257,2675,1150,269,6
,607007,58,7,2,0,33,167,339,164,94,3,0,46,317,818,462,254,13
,607008,58,7,2,131,1873,1466,330,105,41,22,154,2374,2597,765,275,105,42
,615001,71,8,3,72,1865,1574,218,44,9,5,89,2638,3202,554,119,27,6
,615002,71,8,3,88,1617,1419,333,93,39,65,102,2299,3007,845,241,101,77
,615003,71,8,3,409,2657,1952,642,255,139,38,450,3683,3577,1550,624,399,234
,615004,71,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,615005,71,8,3,85,1210,1208,413,132,57,5,94,1660,2484,1094,378,171,6
,615006,71,8,3,1,432,1390,1496,618,142,7,1,598,2992,3949,1838,508,13
,615007,71,8,3,25,78,834,892,417,119,3,33,115,1783,2374,1285,373,4
,615008,71,8,3,2,43,337,398,404,131,3,5,52,730,1076,1425,472,9
,615009,71,8,3,2,94,389,396,297,136,2,4,141,767,1054,915,438,5
,615010,71,8,3,0,102,459,400,269,157,3,0,143,1005,1099,859,510,10
,615011,71,8,3,5,80,761,755,685,415,0,9,95,1390,1919,1967,1219,0
,615012,71,8,3,1,33,314,679,412,109,6,1,55,642,1773,1258,338,13
,615013,71,8,3,28,477,596,599,340,234,4,38,553,1102,1404,967,673,6
,615014,71,8,3,0,29,133,209,171,178,2,0,43,278,515,498,550,3
,615015,71,8,3,1,25,89,150,127,83,2,3,35,173,337,334,224,3
,615016,71,8,3,4,168,400,442,280,222,1,6,233,789,1145,817,671,5
,615017,71,8,3,64,145,302,389,215,133,0,90,200,636,1051,667,395,0
,615018,71,8,3,2,183,422,448,288,178,1,6,231,820,1182,867,562,1
,615019,71,8,3,1,74,175,227,164,122,0,50,92,304,519,452,374,0
,615020,71,8,3,0,9,44,72,76,77,0,0,12,89,188,198,235,0
,615021,71,8,3,341,594,534,46,14,1,0,351,735,1548,167,53,4,0
,615022,71,8,3,0,16,57,84,49,24,0,0,17,118,182,120,70,0
,621001,59,7,2,364,1641,1338,540,261,112,14,449,2171,2454,1243,715,367,128
,621002,59,7,2,183,1158,1099,277,81,25,3,247,1611,2697,802,223,148,6
,621003,59,7,2,61,751,1354,436,232,90,1,76,974,3119,1139,694,246,1
,621004,59,7,2,31,286,1206,989,749,404,31,43,343,2328,2386,2189,1260,63
,621005,59,7,2,3,176,746,761,440,162,0,3,197,1437,1902,1274,493,0
,621006,59,7,2,14,119,540,657,436,246,2,25,165,1059,1780,1338,773,5
,621007,59,7,2,19,306,628,707,453,343,6,24,402,1294,1835,1303,1068,19
,621008,60,7,2,504,1756,1369,276,79,24,5,567,2273,2627,730,224,88,5
,621009,60,7,2,200,1749,1505,739,234,40,9,244,2559,3272,1934,726,124,14
,621010,60,7,2,31,346,884,836,390,107,2,37,503,1894,2247,1124,393,8
,621011,60,7,2,3,63,490,629,502,218,23,4,91,1042,1550,1493,670,63
,621012,60,7,2,2,166,476,567,371,308,5,2,222,946,1402,1062,919,12
,621013,60,7,2,2,141,425,483,184,85,4,11,159,850,1284,565,270,14
,621014,60,7,2,31,483,904,921,570,382,10,32,590,1688,2285,1619,1195,24
,621015,60,7,2,23,396,826,848,564,446,8,28,498,1497,2036,1594,1326,21
,630001,57,7,2,4,389,308,439,248,130,7,4,465,659,1080,764,378,10
,630002,57,7,2,22,386,903,743,478,249,39,32,467,1767,2074,1551,831,71
,630003,57,7,2,4,92,199,300,170,111,1,6,133,391,716,478,333,2
,630004,57,7,2,1,83,200,303,199,155,1,1,115,441,748,567,472,4
,630005,57,7,2,1,74,177,268,175,115,0,1,96,332,693,489,360,0
,630006,57,7,2,45,239,418,424,269,256,8,53,300,744,1043,741,773,14
,630007,57,7,2,3,23,69,159,78,61,1,3,27,129,396,209,200,6
,630008,57,7,2,1,75,177,241,192,138,2,1,97,364,603,553,444,6
,630009,57,7,2,412,4029,3179,801,297,129,131,471,5560,6097,1915,841,405,403
,630010,57,7,2,0,56,128,160,89,86,0,0,87,285,414,276,256,0
,630011,57,7,2,24,283,594,614,445,131,8,27,327,1070,1543,1322,383,31
,630012,57,7,2,16,163,475,438,317,176,14,27,217,899,1141,900,535,40
,630013,57,7,2,37,498,635,252,128,50,3,43,686,1495,692,339,148,3
,630014,57,7,2,7,518,507,316,113,35,1,8,732,1064,781,312,95,1
,630015,57,7,2,58,1463,1082,186,61,19,5,68,1933,1887,380,147,52,29
,630016,56,7,2,0,13,212,325,281,117,5,0,18,434,829,873,396,15
,630017,56,7,2,33,571,704,804,475,252,5,42,703,1283,1817,1316,793,11
,630018,56,7,2,5,137,237,278,185,161,5,6,185,480,682,563,508,9
,630019,56,7,2,1,106,97,147,136,95,2,1,152,194,374,392,273,2
,630020,56,7,2,1,82,105,156,105,70,0,1,103,225,368,307,200,0
,630021,56,7,2,1,25,74,121,99,112,1,1,37,146,283,266,332,1
,630022,56,7,2,0,6,29,52,53,62,0,0,12,61,113,132,177,0
,630023,56,7,2,2,65,141,222,153,101,0,2,76,254,540,463,319,0
,630024,56,7,2,134,256,483,427,385,237,7,140,323,871,1114,1107,802,49
,630025,56,7,2,0,20,113,218,158,202,2,0,35,230,519,442,648,2
,630026,56,7,2,0,29,175,158,145,107,5,0,44,340,455,435,340,17
,630027,56,7,2,0,126,195,282,190,133,1,0,156,372,743,538,412,1
,630028,56,7,2,4,34,119,201,170,142,3,4,48,202,501,475,413,6
,630029,56,7,2,3,70,146,225,128,99,0,5,94,288,523,346,277,0
,630030,56,7,2,12,480,1412,759,324,94,14,12,616,3719,2019,992,344,21
,630031,56,7,2,2,33,207,167,208,162,10,2,53,458,418,718,577,22
,630032,56,7,2,10,379,1234,1046,729,367,4,15,455,2514,2700,2089,1146,13
,630033,56,7,2,11,328,522,249,85,26,48,11,437,1092,689,252,80,71
,630034,56,7,2,25,263,545,515,376,147,1,27,353,1085,1385,1176,491,5
,657001,80,9,3,623,4517,5339,2049,1097,382,35,724,5953,10393,5078,3044,1170,206
,657002,80,9,3,0,64,175,185,93,96,3,0,91,297,437,236,279,5
,657005,80,9,3,13,257,316,434,296,191,5,14,339,580,1049,858,567,12
,657006,80,9,3,2,52,109,128,72,59,2,3,71,216,299,184,161,3
,657007,80,9,3,11,145,487,813,749,324,3,11,162,893,2031,2269,1069,12
,657008,80,9,3,16,151,313,326,152,118,7,17,184,564,743,415,357,39
,657009,80,9,3,1,37,87,128,82,94,0,2,57,151,312,198,260,0
,657011,80,9,3,0,18,60,103,57,71,1,0,26,130,255,153,213,1
,657013,81,9,3,10,303,425,472,366,230,7,11,378,747,1182,1098,783,11
,657014,81,9,3,0,38,85,110,57,52,0,0,48,163,278,158,166,0
,657015,81,9,3,29,229,214,220,83,70,1,40,289,458,698,254,238,2
,657016,81,9,3,2,39,124,157,101,89,1,2,50,207,376,245,253,2
,657017,81,9,3,172,676,1027,967,675,394,7,194,832,2007,2460,2013,1265,20
,657018,81,9,3,0,30,45,102,70,50,0,0,42,87,253,206,161,0
,657019,81,9,3,1,23,74,162,77,59,0,1,36,146,383,204,169,0
,657020,81,9,3,0,15,40,74,43,35,0,0,19,84,175,128,92,0
,657021,81,9,3,3,18,82,106,72,83,0,6,24,147,262,197,246,0
,657022,81,9,3,0,28,83,123,104,68,0,0,33,156,302,272,216,0
,657023,81,9,3,31,216,500,701,480,240,3,35,256,939,1828,1426,755,6
,657024,81,9,3,9,299,575,603,363,238,4,12,381,1065,1452,1028,787,7
,657025,81,9,3,13,44,90,150,97,116,2,13,56,188,382,279,448,2
,657026,81,9,3,29,369,773,788,466,213,2,32,444,1422,2078,1407,763,4
,657027,81,9,3,22,342,537,518,361,210,6,23,441,971,1285,1036,668,23
,657028,81,9,3,0,13,32,77,41,48,0,0,22,52,166,114,144,0
,657029,81,9,3,6,57,121,186,168,145,0,6,71,225,462,489,463,0
,657030,81,9,3,4,55,121,166,88,74,1,7,77,216,413,237,251,2
,661001,82,9,3,367,2897,2680,1753,958,555,36,421,3749,4785,4258,2669,1719,150
,661002,82,9,3,0,83,359,734,587,249,1,0,109,727,2004,1876,838,2
,661003,82,9,3,2,35,206,264,216,198,1,2,42,382,607,612,640,3
,661004,82,9,3,2,135,370,500,532,239,6,3,158,680,1321,1779,807,14
,661005,82,9,3,312,1227,2590,1420,778,221,1,341,1527,5667,3647,2280,712,4
,661006,82,9,3,24,350,694,720,453,351,3,26,454,1295,1640,1238,1006,8
,661007,82,9,3,0,63,177,280,191,167,0,0,76,298,632,509,477,0
,661008,82,9,3,16,205,429,432,246,195,1,18,240,728,1006,693,711,1
,661009,82,9,3,7,132,258,324,131,83,0,9,156,428,747,331,275,0
,661010,82,9,3,0,73,137,160,113,63,0,0,90,241,316,258,149,0
,665001,73,9,3,37,723,1091,842,498,284,8,40,851,1855,1871,1306,804,30
,665002,73,9,3,38,124,198,264,233,263,2,49,160,338,600,580,797,4
,665003,73,9,3,2,89,151,303,197,191,1,2,113,248,664,500,550,2
,665004,73,9,3,0,44,177,274,188,202,1,0,55,319,552,471,545,2
,665005,73,9,3,3,50,145,201,107,115,3,3,57,246,410,256,317,8
,665006,73,9,3,1,60,122,177,125,130,0,1,72,225,399,318,414,0
,665007,73,9,3,12,153,242,274,163,119,0,12,170,402,598,423,360,0
,665008,73,9,3,6,83,195,287,145,97,0,6,99,321,635,375,287,0
,671001,73,9,3,91,909,1775,907,370,192,47,96,1108,3309,2066,997,620,84
,671002,73,9,3,54,266,283,241,143,113,0,55,309,542,596,373,305,0
,671003,73,9,3,0,47,153,222,173,114,2,0,62,281,543,472,331,7
,671004,73,9,3,2,57,194,250,163,122,2,5,85,362,536,418,349,7
,671005,73,9,3,4,69,222,259,188,95,6,4,84,406,617,501,263,14
,671006,73,9,3,3,56,132,286,198,218,0,4,67,235,668,538,674,0
,671007,73,9,3,13,172,365,445,245,246,2,14,195,611,923,604,693,3
,706001,66,8,3,46,897,1475,1151,580,321,25,51,1136,2548,2563,1412,890,47
,706002,66,8,3,5,214,456,516,317,298,5,7,253,799,1070,789,851,14
,706003,66,8,3,4,143,295,311,165,134,0,7,193,561,691,396,382,0
,706004,66,8,3,10,214,410,444,257,209,1,11,267,742,1141,677,619,1
,706005,66,8,3,15,356,544,609,375,232,0,16,486,1050,1495,1080,699,0
,706006,66,8,3,39,464,1087,945,574,306,3,51,585,2203,2492,1705,955,11
,706007,66,8,3,5,191,399,482,283,220,0,6,252,811,1211,783,639,0
,706008,66,8,3,36,537,953,894,621,460,15,45,709,1895,2251,1783,1520,96
,707001,66,8,3,134,1089,1397,1259,684,397,18,180,1340,2556,2904,1774,1114,60
,707002,66,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,707003,66,8,3,3,135,319,334,196,185,0,3,195,570,750,521,488,0
,707004,66,8,3,220,1076,1334,726,286,130,3,271,1361,2584,1581,696,364,12
,707005,66,8,3,11,289,488,558,308,243,6,12,359,838,1178,740,668,10
,707006,66,8,3,2,109,269,321,160,155,1,2,125,455,733,408,423,2
,707007,66,8,3,9,246,450,400,245,172,6,9,292,775,870,678,469,11
,707008,66,8,3,6,202,285,416,176,113,6,7,243,536,957,455,315,11
,707009,66,8,3,6,197,523,559,341,250,6,7,281,947,1336,928,802,79
,707010,66,8,3,3,109,228,221,134,150,1,5,141,409,473,361,414,1
,710001,69,8,3,81,423,587,692,443,225,6,86,556,1264,1854,1317,695,16
,710002,69,8,3,20,222,457,488,308,171,8,21,276,853,1246,901,564,15
,710003,69,8,3,1,27,144,318,216,146,2,1,41,320,881,692,490,6
,710004,69,8,3,33,705,1133,896,519,255,4,38,853,2223,2278,1482,788,6
,710005,69,8,3,1,58,174,234,182,178,1,1,86,380,575,508,564,2
,710006,69,8,3,24,340,582,539,317,206,12,28,441,1213,1506,955,666,67
,710007,69,8,3,0,234,469,544,352,176,1,0,279,898,1462,1128,630,4
,710008,69,8,3,5,55,220,182,140,97,0,6,85,482,512,441,308,0
,710009,69,8,3,2,275,481,515,301,256,0,2,359,888,1270,818,715,0
,710010,69,8,3,3,217,360,483,309,240,0,5,278,717,1215,853,716,0
,710011,69,8,3,1,79,259,266,147,116,0,1,113,528,666,371,364,0
,710012,69,8,3,7,75,238,436,280,113,0,9,93,469,1226,908,372,0
,710013,69,8,3,7,60,112,186,99,66,2,9,85,208,457,279,196,4
,710014,69,8,3,3,20,91,182,96,76,6,3,26,190,489,262,224,19
,727001,70,8,3,126,1493,2096,1411,787,370,32,150,1917,4160,3622,2379,1169,83
,727002,70,8,3,0,5,39,57,42,38,2,0,6,92,141,112,140,4
,727003,70,8,3,5,74,209,194,144,105,4,7,124,403,475,408,306,18
,727004,70,8,3,6,33,101,167,127,106,1,9,54,193,419,337,342,2
,727005,70,8,3,2,86,257,303,152,97,5,2,105,460,716,415,309,7
,727006,70,8,3,0,44,106,144,89,85,2,0,52,231,346,248,271,6
,727007,70,8,3,1,36,116,190,120,82,8,1,60,229,462,317,234,41
,727008,70,8,3,0,34,93,193,111,93,2,0,43,188,454,277,294,4
,727009,70,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,727010,70,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,730001,68,8,3,7,264,478,383,212,112,7,9,322,910,971,561,346,18
