Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Opførelsesår_Antal_personer_Før 1940
;370021;32;5;2;2132
;370022;32;5;2;1942
;370023;32;5;2;1310
;370024;32;5;2;584
;370026;32;5;2;844
;370027;32;5;2;813
;370028;32;5;2;5
;370029;32;5;2;333
;370031;32;5;2;1239
;370032;32;5;2;707
;376001;30;5;2;3276
;376002;30;5;2;2325
;376003;30;5;2;172
;376004;30;5;2;1153
;376005;30;5;2;1169
;376006;30;5;2;1292
;376007;30;5;2;557
;376008;30;5;2;1682
;376009;30;5;2;1143
;376010;30;5;2;1307
;376011;30;5;2;1518
;376012;30;5;2;1572
;376013;30;5;2;2331
;376014;30;5;2;995
;376015;30;5;2;982
;376016;30;5;2;2225
;376017;30;5;2;2171
;376018;30;5;2;795
;376019;30;5;2;876
;376020;30;5;2;786
;390001;31;5;2;1961
;390002;31;5;2;1597
;390003;31;5;2;672
;390004;31;5;2;584
;390005;31;5;2;735
;390006;31;5;2;2206
;390007;31;5;2;481
;390008;31;5;2;2843
;390009;31;5;2;1102
;390010;31;5;2;1833
;390011;31;5;2;610
;390012;31;5;2;1240
;390013;31;5;2;818
;390014;31;5;2;469
;390015;31;5;2;993
;390016;31;5;2;916
;390017;31;5;2;554
;400001;28;4;1;1799
;400002;28;4;1;2069
;400003;28;4;1;1440
;400004;28;4;1;2088
;400005;28;4;1;890
;400006;28;4;1;3254
;400007;27;4;1;1553
;400008;27;4;1;5398
;400009;27;4;1;1363
;410001;45;6;2;3122
;410002;45;6;2;809
;410003;45;6;2;974
;410004;45;6;2;740
;410005;45;6;2;776
;410006;45;6;2;1476
;410007;45;6;2;1071
;410008;45;6;2;1345
;410009;45;6;2;1419
;410010;45;6;2;1440
;410011;45;6;2;969
;411001;28;4;1;-
;420001;44;6;2;2775
;420002;44;6;2;1151
;420003;44;6;2;579
;420004;44;6;2;708
;420005;44;6;2;1379
;420006;44;6;2;353
;420007;44;6;2;976
;420008;44;6;2;1108
;420009;44;6;2;717
;420010;44;6;2;703
;420011;44;6;2;1857
;420012;44;6;2;562
;420013;44;6;2;984
;420014;44;6;2;501
;420015;44;6;2;462
;420016;44;6;2;718
;420017;44;6;2;661
;420018;44;6;2;846
;430001;48;6;2;672
;430002;48;6;2;636
;430003;48;6;2;834
;430004;48;6;2;655
;430005;48;6;2;-
;430007;48;6;2;3122
;430008;48;6;2;1102
;430009;48;6;2;1098
;430010;48;6;2;-
;430011;48;6;2;1121
;430012;48;6;2;840
;430013;48;6;2;820
;430014;48;6;2;946
;430015;48;6;2;2586
;430016;48;6;2;750
;430017;48;6;2;922
;430018;48;6;2;1041
;430019;48;6;2;718
;430020;48;6;2;1050
;430021;48;6;2;544
;430022;48;6;2;1027
;440001;46;6;2;1285
;440002;46;6;2;1834
;440003;46;6;2;1369
;440004;46;6;2;775
;440005;46;6;2;753
;440006;46;6;2;575
;450001;46;6;2;1074
;450002;46;6;2;1535
;450003;46;6;2;3166
;450004;46;6;2;686
;450005;46;6;2;831
;450006;46;6;2;604
;450007;46;6;2;263
;450008;46;6;2;321
;450009;46;6;2;610
;450010;46;6;2;489
;450011;46;6;2;853
;450012;46;6;2;820
;450013;46;6;2;699
;461001;41;6;2;8296
;461002;41;6;2;5797
;461003;41;6;2;1216
;461004;41;6;2;5366
;461005;41;6;2;583
;461006;41;6;2;404
;461007;41;6;2;601
;461009;41;6;2;680
;461011;42;6;2;8061
;461012;42;6;2;1348
;461013;42;6;2;463
;461014;42;6;2;913
;461016;42;6;2;541
;461017;42;6;2;801
;461018;42;6;2;894
;461019;42;6;2;529
;461020;42;6;2;438
;461021;42;6;2;1029
;461023;43;6;2;8995
;461024;43;6;2;3839
;461025;43;6;2;242
;461026;43;6;2;957
;461028;43;6;2;702
;461029;43;6;2;1970
;461030;43;6;2;1027
;461031;43;6;2;373
;461032;43;6;2;533
;461033;43;6;2;838
;461035;41;6;2;108
;461036;41;6;2;49
;479001;47;6;2;6228
;479002;47;6;2;1012
;479003;47;6;2;1632
;479004;47;6;2;686,48
;479005;47;6;2;1011
;479006;47;6;2;-
;479007;47;6;2;508
;479008;47;6;2;523,52
;479009;47;6;2;1051
;479010;47;6;2;880
;479011;47;6;2;597
;479014;47;6;2;716
;479016;47;6;2;950
;479017;47;6;2;1246
;479019;47;6;2;1435
;479021;47;6;2;818
;479023;47;6;2;863
;479025;47;6;2;820
;479027;47;6;2;1032
;480001;45;6;2;2514
;480002;45;6;2;734
;480003;45;6;2;2043
;480004;45;6;2;1640
;480005;45;6;2;813
;480006;45;6;2;674
;480007;45;6;2;890
;480008;45;6;2;832
;480009;45;6;2;955
;480010;45;6;2;1198
;482001;47;6;2;558,40
;482002;47;6;2;1539,52
;482005;47;6;2;2865,08
;482007;47;6;2;1159,05
;482011;47;6;2;1003,95
;492001;48;6;2;1670
;492002;48;6;2;1397
;492003;48;6;2;788
;510001;61;7;2;4335,54
;510002;61;7;2;1691
;510003;61;7;2;1503,38
;510004;61;7;2;623,28
;510005;61;7;2;521,97
;510006;61;7;2;659,21
;510007;61;7;2;-
;510008;61;7;2;831,03
;510009;61;7;2;391
;510010;61;7;2;639,97
;510011;61;7;2;641,34
;510012;61;7;2;279,22
;510013;61;7;2;493,08
;510014;61;7;2;870,45
;510015;61;7;2;499
;510016;61;7;2;253
;510017;61;7;2;653,06
;510018;61;7;2;1216,47
;510019;61;7;2;573
;510020;61;7;2;1025,95
;510021;61;7;2;327,26
;510022;61;7;2;265,79
;530001;55;7;2;221
;530002;55;7;2;754
;530003;55;7;2;678
;530004;55;7;2;348
;530005;55;7;2;408
;530006;55;7;2;1294
;530007;55;7;2;732
;540001;49;7;2;1405
;540002;49;7;2;657
;540003;49;7;2;1141
;540004;49;7;2;1106
;540005;49;7;2;833
;540006;49;7;2;626
;540007;49;7;2;1336
;540008;49;7;2;409
;540009;49;7;2;1052
;540010;49;7;2;259
;540011;49;7;2;4341
;540012;49;7;2;973
;540013;49;7;2;999
;540014;49;7;2;869
;540015;49;7;2;1587
;540016;49;7;2;2216
;540017;49;7;2;479
;550001;51;7;2;683
;550002;51;7;2;391
;550003;51;7;2;281
;550004;51;7;2;722
;550007;51;7;2;344
;550008;51;7;2;473
;550012;51;7;2;842
;550014;51;7;2;557
;550015;51;7;2;317
;550016;51;7;2;451
;550017;51;7;2;796
;550018;51;7;2;322
;550019;51;7;2;360
;550021;51;7;2;425
;550023;51;7;2;1023
;550024;51;7;2;555
;550025;51;7;2;2445
;550027;51;7;2;368
;550029;51;7;2;461
;550051;51;7;2;150
;550061;51;7;2;1011
;550071;51;7;2;311
;561002;52;7;2;8709
;561003;52;7;2;587
;561004;52;7;2;1356
;561005;52;7;2;579
;561006;52;7;2;971
;561007;52;7;2;486
;561008;53;7;2;483
;561011;52;7;2;67
;561012;53;7;2;684
;561015;52;7;2;257
;561016;53;7;2;499
;561017;53;7;2;223
;561020;53;7;2;768
;561021;52;7;2;2
;561022;52;7;2;32
;561023;52;7;2;10
;561024;53;7;2;18
;561025;53;7;2;2625
;561028;53;7;2;3570
;561032;53;7;2;654
;561033;53;7;2;1207
;561035;53;7;2;-
;561038;53;7;2;864
;561040;53;7;2;1479
;563001;52;7;2;1197
;563002;52;7;2;169
;573001;54;7;2;2768
;573004;54;7;2;363
;573005;54;7;2;338
;573006;54;7;2;364
;573007;54;7;2;347
;573008;54;7;2;646
;573009;54;7;2;506
;573010;54;7;2;684
;573013;54;7;2;704
;573014;54;7;2;464
;573015;54;7;2;638
;573018;54;7;2;763
;573019;54;7;2;217
;573022;54;7;2;441
;573023;54;7;2;332
;573024;54;7;2;318
;573026;54;7;2;524
;573027;54;7;2;375
;573028;54;7;2;657
;573030;54;7;2;2151
;573031;54;7;2;744
;573032;54;7;2;655
;573033;54;7;2;420
;575001;55;7;2;1510
;575002;55;7;2;387
;575003;55;7;2;1354
;575004;55;7;2;706
;575005;55;7;2;592
;575006;55;7;2;231
;575007;55;7;2;1068
;575008;55;7;2;463
;575009;55;7;2;791
;575010;55;7;2;416
;575011;55;7;2;686
;575012;55;7;2;324
;575013;55;7;2;398
;575014;55;7;2;1773
;575015;55;7;2;364
;575016;55;7;2;731
;575017;55;7;2;687
;575018;55;7;2;697
;575019;55;7;2;1008
;580001;50;7;2;499
;580002;50;7;2;455
;580003;50;7;2;1048
;580004;50;7;2;1311
;580005;50;7;2;618
;580006;50;7;2;496
;580007;50;7;2;1065
;580008;50;7;2;620
;580009;50;7;2;1032
;580010;50;7;2;699
;580011;50;7;2;1070
;580012;50;7;2;951
;580013;50;7;2;681
;580014;50;7;2;1069
;580015;50;7;2;1019
;580016;50;7;2;3482
;580017;50;7;2;298
;580018;50;7;2;58
;607001;58;7;2;4005
;607002;58;7;2;501
;607003;58;7;2;642
;607004;58;7;2;445
;607005;58;7;2;783
;607006;58;7;2;698
;607007;58;7;2;298
;607008;58;7;2;4270
;615001;71;8;3;1629
;615002;71;8;3;3054
;615003;71;8;3;7344
;615004;71;8;3;-
;615005;71;8;3;2122
;615006;71;8;3;645
;615007;71;8;3;322
;615008;71;8;3;390
;615009;71;8;3;671
;615010;71;8;3;740
;615011;71;8;3;745
;615012;71;8;3;334
;615013;71;8;3;1368
;615014;71;8;3;959
;615015;71;8;3;552
;615016;71;8;3;1190
;615017;71;8;3;721
;615018;71;8;3;1093
;615019;71;8;3;806
;615020;71;8;3;457
;615021;71;8;3;39
;615022;71;8;3;214
;621001;59;7;2;3611
;621002;59;7;2;712
;621003;59;7;2;452
;621004;59;7;2;1107
;621005;59;7;2;367
;621006;59;7;2;1159
;621007;59;7;2;2156
;621008;60;7;2;926
;621009;60;7;2;4394
;621010;60;7;2;968
;621011;60;7;2;371
;621012;60;7;2;1904
;621013;60;7;2;405
;621014;60;7;2;2686
;621015;60;7;2;3018
;630001;57;7;2;750
;630002;57;7;2;1068
;630003;57;7;2;463
;630004;57;7;2;1060
;630005;57;7;2;620
;630006;57;7;2;1426
;630007;57;7;2;332
;630008;57;7;2;824
;630009;57;7;2;8030
;630010;57;7;2;457
;630011;57;7;2;373
;630012;57;7;2;1328
;630013;57;7;2;103
;630014;57;7;2;485
;630015;57;7;2;1477
;630016;56;7;2;328
;630017;56;7;2;1352
;630018;56;7;2;1065
;630019;56;7;2;573
;630020;56;7;2;470
;630021;56;7;2;591
;630022;56;7;2;309
;630023;56;7;2;767
;630024;56;7;2;955
;630025;56;7;2;1190
;630026;56;7;2;469
;630027;56;7;2;743
;630028;56;7;2;875
;630029;56;7;2;535
;630030;56;7;2;301
;630031;56;7;2;374
;630032;56;7;2;417
;630033;56;7;2;1430
;630034;56;7;2;551
;657001;80;9;3;4367
;657002;80;9;3;324
;657005;80;9;3;852
;657006;80;9;3;309
;657007;80;9;3;471
;657008;80;9;3;646
;657009;80;9;3;439
;657011;80;9;3;302
;657013;81;9;3;1012
;657014;81;9;3;238
;657015;81;9;3;23
;657016;81;9;3;324
;657017;81;9;3;955
;657018;81;9;3;201
;657019;81;9;3;225
;657020;81;9;3;186
;657021;81;9;3;451
;657022;81;9;3;242
;657023;81;9;3;560
;657024;81;9;3;580
;657025;81;9;3;457
;657026;81;9;3;226
;657027;81;9;3;752
;657028;81;9;3;152
;657029;81;9;3;474
;657030;81;9;3;370
;661001;82;9;3;4588
;661002;82;9;3;422
;661003;82;9;3;892
;661004;82;9;3;391
;661005;82;9;3;212
;661006;82;9;3;2062
;661007;82;9;3;866
;661008;82;9;3;1177
;661009;82;9;3;764
;661010;82;9;3;323
;665001;73;9;3;1695
;665002;73;9;3;1170
;665003;73;9;3;801
;665004;73;9;3;911
;665005;73;9;3;637
;665006;73;9;3;690
;665007;73;9;3;198
;665008;73;9;3;329
;671001;73;9;3;1997
;671002;73;9;3;236
;671003;73;9;3;672
;671004;73;9;3;666
;671005;73;9;3;94
;671006;73;9;3;853
;671007;73;9;3;1553
;706001;66;8;3;1463
;706002;66;8;3;1800
;706003;66;8;3;1142
;706004;66;8;3;1499
;706005;66;8;3;1527
;706006;66;8;3;1735
;706007;66;8;3;1614
;706008;66;8;3;1991
;707001;66;8;3;3335
;707002;66;8;3;-
;707003;66;8;3;1525
;707004;66;8;3;770
;707005;66;8;3;1536
;707006;66;8;3;1077
;707007;66;8;3;1439
;707008;66;8;3;925
;707009;66;8;3;1445
;707010;66;8;3;747
;710001;69;8;3;1110
;710002;69;8;3;1016
;710003;69;8;3;705
;710004;69;8;3;1338
;710005;69;8;3;1150
;710006;69;8;3;1022
;710007;69;8;3;361
;710008;69;8;3;574
;710009;69;8;3;1743
;710010;69;8;3;1739
;710011;69;8;3;1119
;710012;69;8;3;179
;710013;69;8;3;602
;710014;69;8;3;494
;727001;70;8;3;3087
;727002;70;8;3;373
;727003;70;8;3;414
;727004;70;8;3;765
;727005;70;8;3;614
;727006;70;8;3;744
;727007;70;8;3;711
;727008;70;8;3;746
;727009;70;8;3;-
;727010;70;8;3;-
;730001;68;8;3;1114
;730002;68;8;3;535
;730004;68;8;3;507
;730005;67;8;3;879
;730006;67;8;3;673
;730007;67;8;3;644
;730008;67;8;3;937
;730009;67;8;3;632
;730010;67;8;3;809
;730011;67;8;3;972,32
;730012;67;8;3;566
;730013;67;8;3;687
;730014;67;8;3;392
;730015;67;8;3;440
;730016;68;8;3;494
;730017;68;8;3;445
;730021;68;8;3;960
;730024;68;8;3;2930,68
;730025;68;8;3;2548
;730026;67;8;3;151
;730027;67;8;3;623
;730028;68;8;3;3665
;730029;67;8;3;1049
;730030;67;8;3;564
;730031;68;8;3;1776
;730032;68;8;3;939
;730033;68;8;3;560
;730034;68;8;3;277
;730036;68;8;3;760
;730037;68;8;3;574
;740001;77;9;3;1044
;740002;77;9;3;437
;740003;77;9;3;859
;740004;77;9;3;749
;740005;77;9;3;549
;740006;77;9;3;203
;740007;77;9;3;1515
;740008;77;9;3;416
;740009;77;9;3;759
;740010;77;9;3;711
;740011;77;9;3;214
;740012;77;9;3;411
;740013;77;9;3;299
;740014;77;9;3;694
;740015;77;9;3;635
;740016;77;9;3;1284
;740017;77;9;3;688
;740018;77;9;3;400
;740021;78;9;3;166
;740022;78;9;3;682
;740023;78;9;3;221
;740024;78;9;3;268
;740025;78;9;3;181
;740026;78;9;3;107
;740027;78;9;3;282
;740028;78;9;3;829
;740029;78;9;3;493
;740030;78;9;3;816
;740031;78;9;3;4970
;740032;78;9;3;224
;741001;70;8;3;2037
;741002;70;8;3;241
;746001;70;8;3;1181
;746002;70;8;3;818
;746003;70;8;3;641
;746004;70;8;3;900
;746005;70;8;3;1241
;746006;70;8;3;2828
;746007;70;8;3;338
;746008;70;8;3;1442
;746009;70;8;3;884
;746010;70;8;3;770
;746011;70;8;3;737
;746012;70;8;3;808
;751001;62;8;3;14353
;751002;62;8;3;3455
;751003;62;8;3;354
;751004;62;8;3;1034
;751006;62;8;3;618
;751007;62;8;3;1744
;751008;63;8;3;1765
;751009;62;8;3;432
;751010;65;8;3;4747,84
;751011;62;8;3;915
;751012;62;8;3;608
;751013;62;8;3;1274
;751014;62;8;3;1497,38
;751016;63;8;3;398
;751018;63;8;3;572
;751019;63;8;3;190
;751020;65;8;3;4214,66
;751021;65;8;3;9603,12
;751022;64;8;3;1642
;751023;64;8;3;570
;751024;64;8;3;1353
;751025;63;8;3;193
;751026;63;8;3;276
;751027;63;8;3;2026
;751028;63;8;3;765
;751030;63;8;3;906
;751031;63;8;3;398
;751033;63;8;3;585
;751041;65;8;3;6771
;751042;64;8;3;7319
;751043;64;8;3;594
;751044;64;8;3;513
;751045;64;8;3;2572
;751047;65;8;3;472
;751048;65;8;3;426
;751049;65;8;3;323
;751050;65;8;3;444
;751051;65;8;3;652
;751053;64;8;3;542
;751055;64;8;3;289
;751056;64;8;3;805
;751061;65;8;3;298
;751062;63;8;3;13
;751063;63;8;3;660
;751064;63;8;3;2533
;751065;65;8;3;180
;751066;62;8;3;437
;751067;64;8;3;1719
;751068;64;8;3;-
;756001;79;9;3;731
;756002;79;9;3;458
;756003;79;9;3;560
;756004;79;9;3;525
;756005;79;9;3;1769
;756006;79;9;3;409
;756007;79;9;3;1435
;756008;79;9;3;295
;756009;79;9;3;987
;756010;79;9;3;791
;760001;83;9;3;1442,44
;760002;83;9;3;422
;760004;83;9;3;372,77
;760007;83;9;3;1099,79
;760010;83;9;3;286
;760012;83;9;3;189
;760014;83;9;3;1732
;760016;83;9;3;714
;760021;83;9;3;541
;760022;83;9;3;979
;760024;83;9;3;1515
;760025;83;9;3;623
;760027;83;9;3;1367
;760028;83;9;3;574
;760030;83;9;3;616
;760032;83;9;3;523
;760033;83;9;3;903
;760035;83;9;3;1400
;766001;72;8;3;1143
;766002;72;8;3;656
;766003;72;8;3;892
;766004;72;8;3;491
;766005;72;8;3;289
;766006;72;8;3;378
;766007;72;8;3;1080
;766010;72;8;3;856
;766011;72;8;3;765
;766012;72;8;3;540
;766013;72;8;3;970
;766014;72;8;3;907
;766015;72;8;3;870
;766017;72;8;3;1420
;766020;72;8;3;591
;766021;72;8;3;953
;766022;72;8;3;581
;766023;72;8;3;761
