Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Opførelsesår_Antal_personer_2010-9999
;167002;17;2;1;109
;167003;17;2;1;79
;167004;17;2;1;226
;167005;17;2;1;258
;167006;17;2;1;179
;167007;17;2;1;737
;167008;17;2;1;82
;169001;19;2;1;-
;169002;19;2;1;195
;169004;19;2;1;57
;169006;19;2;1;270
;169007;19;2;1;419
;169008;19;2;1;236
;169009;19;2;1;155
;169010;19;2;1;271,46
;169012;19;2;1;31
;169013;19;2;1;46
;169014;19;2;1;165,54
;173001;14;2;1;290
;173002;14;2;1;520
;173003;14;2;1;250
;173004;14;2;1;702
;173005;14;2;1;17
;173006;14;2;1;522
;173007;14;2;1;214
;173008;14;2;1;259
;173009;14;2;1;180
;175001;16;2;1;87
;175002;16;2;1;243
;175003;16;2;1;92
;175004;16;2;1;26
;175005;16;2;1;1518
;175006;16;2;1;946
;175007;16;2;1;-
;183001;18;2;1;244
;183002;18;2;1;5
;183003;18;2;1;20
;183004;18;2;1;417,09
;183005;18;2;1;316,91
;185001;12;1;1;281
;185002;12;1;1;518
;185003;12;1;1;195
;185004;12;1;1;163
;185005;12;1;1;207
;185006;12;1;1;91
;187001;18;2;1;875
;187002;18;2;1;242
;187003;18;2;1;392
;190001;25;3;1;395
;190002;25;3;1;211
;190003;25;3;1;455
;190004;25;3;1;224
;190005;25;3;1;131
;190006;25;3;1;1196
;190007;25;3;1;53
;201001;26;3;1;634
;201002;26;3;1;485
;201003;26;3;1;203
;201004;26;3;1;289
;201005;26;3;1;1056
;210001;22;3;1;542
;210002;22;3;1;135
;210003;22;3;1;125
;210004;22;3;1;309
;210005;22;3;1;295
;210007;22;3;1;218
;210008;22;3;1;21
;210009;22;3;1;39
;217001;21;3;1;275,12
;217002;21;3;1;110
;217003;21;3;1;99
;217004;21;3;1;257
;217005;21;3;1;256
;217006;21;3;1;25
;217007;21;3;1;68
;217008;21;3;1;109
;217009;21;3;1;83
;217010;21;3;1;253
;217011;21;3;1;94
;217012;21;3;1;82,88
;219001;23;3;1;1024
;219002;23;3;1;71
;219003;23;3;1;5
;219004;23;3;1;49
;219005;23;3;1;40
;219006;23;3;1;1284
;219007;23;3;1;199
;219008;23;3;1;92
;219009;23;3;1;170
;219010;23;3;1;190
;219011;23;3;1;20
;219012;23;3;1;119
;219013;23;3;1;110
;219014;23;3;1;41
;223001;22;3;1;228
;223002;22;3;1;185
;223003;22;3;1;251
;223004;22;3;1;12
;223005;22;3;1;305
;230001;26;3;1;344
;230003;26;3;1;350
;230004;26;3;1;303
;230005;26;3;1;484
;230006;26;3;1;199
;230007;26;3;1;336
;230008;26;3;1;192
;230009;26;3;1;179
;230010;26;3;1;714
;240001;25;3;1;36
;240002;25;3;1;912
;240003;25;3;1;151,13
;240004;25;3;1;61
;240005;25;3;1;96
;240006;25;3;1;41
;240007;25;3;1;452,09
;240008;25;3;1;23,91
;240009;25;3;1;959,88
;250001;24;3;1;467
;250002;24;3;1;98
;250003;24;3;1;779
;250004;24;3;1;112
;250005;24;3;1;549
;250006;24;3;1;263
;253001;35;5;2;148,23
;253002;35;5;2;411,78
;253003;35;5;2;123,99
;253004;35;5;2;925
;253005;35;5;2;1234
;259001;34;5;2;746
;259002;34;5;2;339,66
;259003;34;5;2;129,92
;259004;34;5;2;430
;259005;34;5;2;918
;259006;34;5;2;370
;259007;34;5;2;478,08
;259008;34;5;2;25,34
;259009;34;5;2;235
;259010;34;5;2;6
;259011;34;5;2;470
;260001;24;3;1;224
;260002;24;3;1;103
;260003;24;3;1;89,35
;260004;24;3;1;411,65
;260005;24;3;1;96
;265001;36;5;2;43
;265002;36;5;2;239
;265003;36;5;2;139
;265004;36;5;2;82
;265005;36;5;2;425
;265006;36;5;2;408
;265007;36;5;2;89
;265008;36;5;2;455
;265009;36;5;2;52
;265010;36;5;2;299
;265011;36;5;2;293
;265013;36;5;2;736
;265014;36;5;2;467
;265015;36;5;2;8
;265016;36;5;2;131
;265017;36;5;2;159
;265018;36;5;2;5
;265021;36;5;2;2134
;269001;35;5;2;471
;269004;35;5;2;1248
;269005;35;5;2;349
;270001;23;3;1;74
;270002;23;3;1;98
;270003;23;3;1;13
;270004;23;3;1;109
;270005;23;3;1;132
;270006;23;3;1;364
;270007;23;3;1;38
;270008;23;3;1;402
;270009;23;3;1;10
;270010;23;3;1;102
;270011;23;3;1;48
;270012;23;3;1;59
;306001;38;5;2;176
;306002;38;5;2;36
;306003;38;5;2;40
;306004;38;5;2;90
;306005;38;5;2;27
;306006;38;5;2;60
;306007;38;5;2;96
;306008;38;5;2;32
;306010;38;5;2;35
;306011;38;5;2;80
;306012;38;5;2;21
;306013;38;5;2;8
;316001;37;5;2;929
;316002;37;5;2;583
;316003;37;5;2;555
;316004;37;5;2;23
;316005;37;5;2;453
;316006;37;5;2;113
;316007;37;5;2;238
;316008;37;5;2;41
;316009;37;5;2;112
;316010;37;5;2;69
;316011;37;5;2;256
;316012;37;5;2;182
;316013;37;5;2;75
;316014;37;5;2;222
;316015;37;5;2;22
;320001;33;5;2;545
;320002;33;5;2;227
;320003;33;5;2;212
;320004;33;5;2;129
;320005;33;5;2;316
;320006;33;5;2;240
;320007;33;5;2;110
;326001;38;5;2;60
;326002;38;5;2;6
;326003;38;5;2;74
;326004;38;5;2;21
;326005;38;5;2;36
;326006;38;5;2;26
;326007;38;5;2;26
;326008;38;5;2;40
;326009;38;5;2;123
;326010;38;5;2;24
;326011;38;5;2;7
;326012;38;5;2;59
;326013;38;5;2;23
;326014;38;5;2;18
;326015;38;5;2;49
;326016;38;5;2;74
;326017;38;5;2;7
;326018;38;5;2;74
;329001;39;5;2;592
;329002;39;5;2;8
;329003;39;5;2;25
;329004;39;5;2;685
;329005;39;5;2;73
;329006;39;5;2;94
;329008;39;5;2;78
;329009;39;5;2;17
;329010;39;5;2;19
;329011;39;5;2;31
;329012;39;5;2;31
;329013;39;5;2;49
;329014;39;5;2;8
;330001;40;5;2;45
;330003;40;5;2;207
;330004;40;5;2;54
;330005;40;5;2;78
;330006;40;5;2;120
;330007;40;5;2;59
;330008;40;5;2;111
;330009;40;5;2;87
;330010;40;5;2;13
;330011;40;5;2;180
;330012;40;5;2;-
;330013;40;5;2;26
;330017;40;5;2;-
;330019;40;5;2;170
;330021;40;5;2;276
;330022;40;5;2;653
;330024;40;5;2;24
;330025;40;5;2;117
;336001;33;5;2;256
;336002;33;5;2;823
;336003;33;5;2;151
;336004;33;5;2;285
;340001;39;5;2;162
;340002;39;5;2;4
;340004;39;5;2;37
;340005;39;5;2;22
;340006;39;5;2;333
;340008;39;5;2;243
;340010;39;5;2;86
;350001;34;5;2;352
;350002;34;5;2;66
;350003;34;5;2;26
;350004;34;5;2;5
;350005;34;5;2;40
;350006;34;5;2;570
;350008;34;5;2;16
;350009;34;5;2;69
;350011;34;5;2;340
;350012;34;5;2;74
;360001;29;5;2;4
;360003;29;5;2;26
;360008;29;5;2;14
;360011;29;5;2;9,54
;360013;29;5;2;91
;360014;29;5;2;-
;360019;29;5;2;12
;360020;29;5;2;233
;360021;29;5;2;63,19
;360026;29;5;2;12,26
;360027;29;5;2;-
;360028;29;5;2;-
;360029;29;5;2;8
;360035;29;5;2;29
;360036;29;5;2;7
;360037;29;5;2;57
;370001;32;5;2;102
;370002;32;5;2;5
;370003;32;5;2;17
;370004;32;5;2;263
;370005;32;5;2;12
;370006;32;5;2;49
;370007;32;5;2;25
;370008;32;5;2;528
;370009;32;5;2;107
;370010;32;5;2;66
;370011;32;5;2;108
;370012;32;5;2;5
;370014;32;5;2;186
;370020;32;5;2;312
;370021;32;5;2;67
;370022;32;5;2;476
;370023;32;5;2;71
;370024;32;5;2;156
;370026;32;5;2;86
;370027;32;5;2;592
;370028;32;5;2;18
;370029;32;5;2;40
;370031;32;5;2;37
;370032;32;5;2;83
;376001;30;5;2;125
;376002;30;5;2;4
;376003;30;5;2;11
;376004;30;5;2;9
;376005;30;5;2;157
;376006;30;5;2;2
;376007;30;5;2;71
;376008;30;5;2;24
;376009;30;5;2;6
;376010;30;5;2;25
;376011;30;5;2;16
;376012;30;5;2;9
;376013;30;5;2;35
;376014;30;5;2;11
;376015;30;5;2;6
;376016;30;5;2;22
;376017;30;5;2;17
;376018;30;5;2;8
;376019;30;5;2;54
;376020;30;5;2;11
;390001;31;5;2;59
;390002;31;5;2;24
;390003;31;5;2;115
;390004;31;5;2;42
;390005;31;5;2;15
;390006;31;5;2;88
;390007;31;5;2;26
;390008;31;5;2;58
;390009;31;5;2;10
;390010;31;5;2;9
;390011;31;5;2;29
;390012;31;5;2;52
;390013;31;5;2;12
;390014;31;5;2;9
;390015;31;5;2;38
;390016;31;5;2;20
;390017;31;5;2;22
;400001;28;4;1;17
;400002;28;4;1;12
;400003;28;4;1;22
;400004;28;4;1;23
;400005;28;4;1;21
;400006;28;4;1;21
;400007;27;4;1;12
;400008;27;4;1;261
;400009;27;4;1;8
;410001;45;6;2;390
;410002;45;6;2;431
;410003;45;6;2;320
;410004;45;6;2;645
;410005;45;6;2;331
;410006;45;6;2;159
;410007;45;6;2;44
;410008;45;6;2;136
;410009;45;6;2;28
;410010;45;6;2;140
;410011;45;6;2;34
;411001;28;4;1;-
;420001;44;6;2;178
;420002;44;6;2;18
;420003;44;6;2;10
;420004;44;6;2;9
;420005;44;6;2;256
;420006;44;6;2;7
;420007;44;6;2;23
;420008;44;6;2;65
;420009;44;6;2;1
;420010;44;6;2;21
;420011;44;6;2;180
;420012;44;6;2;19
;420013;44;6;2;62
;420014;44;6;2;2
;420015;44;6;2;182
;420016;44;6;2;18
;420017;44;6;2;149
;420018;44;6;2;16
;430001;48;6;2;28
;430002;48;6;2;22
;430003;48;6;2;49
;430004;48;6;2;22
;430005;48;6;2;-
;430007;48;6;2;151
;430008;48;6;2;31
;430009;48;6;2;57
;430010;48;6;2;-
;430011;48;6;2;17
;430012;48;6;2;17
;430013;48;6;2;11
;430014;48;6;2;30
;430015;48;6;2;639
;430016;48;6;2;17
;430017;48;6;2;17
;430018;48;6;2;48
;430019;48;6;2;42
;430020;48;6;2;268
;430021;48;6;2;145
;430022;48;6;2;525
;440001;46;6;2;52
;440002;46;6;2;349
;440003;46;6;2;78
;440004;46;6;2;146
;440005;46;6;2;246
;440006;46;6;2;96
;450001;46;6;2;48
;450002;46;6;2;596
;450003;46;6;2;341
;450004;46;6;2;189
;450005;46;6;2;3
;450006;46;6;2;40
;450007;46;6;2;8
;450008;46;6;2;3
;450009;46;6;2;12
;450010;46;6;2;132
;450011;46;6;2;27
;450012;46;6;2;6
;450013;46;6;2;9
;461001;41;6;2;1184
;461002;41;6;2;1344
;461003;41;6;2;93
;461004;41;6;2;90
;461005;41;6;2;345
;461006;41;6;2;114
;461007;41;6;2;765
;461009;41;6;2;239
;461011;42;6;2;2307
;461012;42;6;2;503
;461013;42;6;2;48
;461014;42;6;2;557
;461016;42;6;2;167
;461017;42;6;2;37
;461018;42;6;2;63
;461019;42;6;2;772
;461020;42;6;2;35
;461021;42;6;2;71
;461023;43;6;2;356
;461024;43;6;2;61
;461025;43;6;2;1529
;461026;43;6;2;152
;461028;43;6;2;638
;461029;43;6;2;70
;461030;43;6;2;345
;461031;43;6;2;655
;461032;43;6;2;21
;461033;43;6;2;305
;461035;41;6;2;6
;461036;41;6;2;85
;479001;47;6;2;371
;479002;47;6;2;42
;479003;47;6;2;47
;479004;47;6;2;28,93
;479005;47;6;2;160
;479006;47;6;2;-
;479007;47;6;2;125
;479008;47;6;2;22,07
;479009;47;6;2;175
;479010;47;6;2;96
;479011;47;6;2;81
;479014;47;6;2;16
;479016;47;6;2;82
;479017;47;6;2;76
;479019;47;6;2;87
;479021;47;6;2;8
;479023;47;6;2;40
;479025;47;6;2;27
;479027;47;6;2;46
;480001;45;6;2;455
;480002;45;6;2;4
;480003;45;6;2;53
;480004;45;6;2;402
;480005;45;6;2;21
;480006;45;6;2;29
;480007;45;6;2;31
;480008;45;6;2;278
;480009;45;6;2;16
;480010;45;6;2;297
;482001;47;6;2;4,08
;482002;47;6;2;8,66
;482005;47;6;2;186,26
;482007;47;6;2;21,72
;482011;47;6;2;12,28
;492001;48;6;2;24
;492002;48;6;2;32
;492003;48;6;2;15
;510001;61;7;2;318,40
;510002;61;7;2;332
;510003;61;7;2;365,16
;510004;61;7;2;22,24
;510005;61;7;2;45,78
;510006;61;7;2;77,40
;510007;61;7;2;-
;510008;61;7;2;60,26
;510009;61;7;2;100
;510010;61;7;2;42,74
;510011;61;7;2;16,61
;510012;61;7;2;44,72
;510013;61;7;2;16,43
;510014;61;7;2;19,66
;510015;61;7;2;31
;510016;61;7;2;7
;510017;61;7;2;189,27
;510018;61;7;2;39,31
;510019;61;7;2;23
;510020;61;7;2;196,81
;510021;61;7;2;20,72
;510022;61;7;2;19,47
;530001;55;7;2;924
;530002;55;7;2;43
;530003;55;7;2;141
;530004;55;7;2;67
;530005;55;7;2;16
;530006;55;7;2;660
;530007;55;7;2;37
;540001;49;7;2;191
;540002;49;7;2;68
;540003;49;7;2;44
;540004;49;7;2;40
;540005;49;7;2;178
;540006;49;7;2;146
;540007;49;7;2;29
;540008;49;7;2;8
;540009;49;7;2;311
;540010;49;7;2;420
;540011;49;7;2;399
;540012;49;7;2;308
;540013;49;7;2;70
;540014;49;7;2;17
;540015;49;7;2;108
;540016;49;7;2;294
;540017;49;7;2;26
;550001;51;7;2;17
;550002;51;7;2;7
;550003;51;7;2;14
;550004;51;7;2;15
;550007;51;7;2;8
;550008;51;7;2;15
;550012;51;7;2;85
;550014;51;7;2;64
;550015;51;7;2;9
;550016;51;7;2;8
;550017;51;7;2;33
;550018;51;7;2;14
;550019;51;7;2;2
;550021;51;7;2;8
;550023;51;7;2;134
;550024;51;7;2;4
;550025;51;7;2;111
;550027;51;7;2;20
;550029;51;7;2;6
;550051;51;7;2;17
;550061;51;7;2;149
;550071;51;7;2;4
;561002;52;7;2;643
;561003;52;7;2;144
;561004;52;7;2;237
;561005;52;7;2;101
;561006;52;7;2;137
;561007;52;7;2;73
;561008;53;7;2;362
;561011;52;7;2;141
;561012;53;7;2;272
;561015;52;7;2;187
;561016;53;7;2;658
;561017;53;7;2;211
;561020;53;7;2;307
;561021;52;7;2;-
;561022;52;7;2;67
;561023;52;7;2;1
;561024;53;7;2;739
;561025;53;7;2;602
;561028;53;7;2;477
;561032;53;7;2;48
;561033;53;7;2;107
;561035;53;7;2;-
;561038;53;7;2;12
;561040;53;7;2;142
;563001;52;7;2;229
;563002;52;7;2;6
;573001;54;7;2;1123
;573004;54;7;2;40
;573005;54;7;2;38
;573006;54;7;2;43
;573007;54;7;2;168
;573008;54;7;2;23
;573009;54;7;2;57
;573010;54;7;2;18
;573013;54;7;2;63
;573014;54;7;2;25
;573015;54;7;2;45
;573018;54;7;2;157
;573019;54;7;2;47
;573022;54;7;2;69
;573023;54;7;2;80
;573024;54;7;2;20
;573026;54;7;2;108
;573027;54;7;2;47
;573028;54;7;2;30
;573030;54;7;2;174
;573031;54;7;2;110
;573032;54;7;2;65
;573033;54;7;2;31
;575001;55;7;2;174
;575002;55;7;2;29
;575003;55;7;2;114
;575004;55;7;2;10
;575005;55;7;2;24
;575006;55;7;2;20
;575007;55;7;2;85
;575008;55;7;2;7
;575009;55;7;2;126
;575010;55;7;2;27
;575011;55;7;2;75
;575012;55;7;2;16
;575013;55;7;2;-
;575014;55;7;2;416
;575015;55;7;2;54
;575016;55;7;2;555
;575017;55;7;2;144
;575018;55;7;2;40
;575019;55;7;2;35
;580001;50;7;2;1
;580002;50;7;2;40
;580003;50;7;2;372
;580004;50;7;2;289
;580005;50;7;2;14
;580006;50;7;2;22
;580007;50;7;2;26
;580008;50;7;2;142
;580009;50;7;2;39
;580010;50;7;2;33
;580011;50;7;2;36
;580012;50;7;2;85
;580013;50;7;2;63
;580014;50;7;2;147
;580015;50;7;2;43
;580016;50;7;2;198
;580017;50;7;2;33
;580018;50;7;2;396
;607001;58;7;2;226
;607002;58;7;2;24
;607003;58;7;2;419
;607004;58;7;2;14
;607005;58;7;2;467
;607006;58;7;2;634
;607007;58;7;2;105
;607008;58;7;2;371
;615001;71;8;3;680
;615002;71;8;3;696
;615003;71;8;3;255
;615004;71;8;3;-
;615005;71;8;3;269
;615006;71;8;3;681
;615007;71;8;3;695
;615008;71;8;3;1583
;615009;71;8;3;1076
;615010;71;8;3;928
;615011;71;8;3;803
;615012;71;8;3;510
;615013;71;8;3;222
;615014;71;8;3;128
;615015;71;8;3;63
;615016;71;8;3;337
;615017;71;8;3;294
;615018;71;8;3;380
;615019;71;8;3;138
;615020;71;8;3;24
;615021;71;8;3;78
;615022;71;8;3;14
;621001;59;7;2;308
;621002;59;7;2;124
;621003;59;7;2;46
;621004;59;7;2;1016
;621005;59;7;2;163
;621006;59;7;2;568
;621007;59;7;2;274
;621008;60;7;2;301
;621009;60;7;2;373
;621010;60;7;2;397
;621011;60;7;2;1057
;621012;60;7;2;251
;621013;60;7;2;660
;621014;60;7;2;200
;621015;60;7;2;267
;630001;57;7;2;482
;630002;57;7;2;1493
;630003;57;7;2;89
;630004;57;7;2;95
;630005;57;7;2;123
;630006;57;7;2;218
;630007;57;7;2;43
;630008;57;7;2;82
;630009;57;7;2;685
;630010;57;7;2;64
;630011;57;7;2;190
;630012;57;7;2;267
;630013;57;7;2;-
;630014;57;7;2;15
;630015;57;7;2;804
;630016;56;7;2;327
;630017;56;7;2;369
;630018;56;7;2;94
;630019;56;7;2;100
;630020;56;7;2;64
;630021;56;7;2;21
;630022;56;7;2;14
;630023;56;7;2;42
;630024;56;7;2;453
;630025;56;7;2;25
;630026;56;7;2;230
;630027;56;7;2;59
;630028;56;7;2;53
;630029;56;7;2;44
;630030;56;7;2;916
;630031;56;7;2;1121
;630032;56;7;2;964
;630033;56;7;2;201
;630034;56;7;2;601
;657001;80;9;3;1340
;657002;80;9;3;38
;657005;80;9;3;137
;657006;80;9;3;47
;657007;80;9;3;1296
;657008;80;9;3;57
;657009;80;9;3;21
;657011;80;9;3;21
;657013;81;9;3;238
;657014;81;9;3;6
;657015;81;9;3;82
;657016;81;9;3;24
;657017;81;9;3;722
;657018;81;9;3;13
;657019;81;9;3;15
;657020;81;9;3;13
;657021;81;9;3;63
;657022;81;9;3;59
;657023;81;9;3;887
;657024;81;9;3;483
;657025;81;9;3;49
;657026;81;9;3;989
;657027;81;9;3;387
;657028;81;9;3;39
;657029;81;9;3;68
;657030;81;9;3;17
;661001;82;9;3;729
;661002;82;9;3;1194
;661003;82;9;3;122
;661004;82;9;3;1140
;661005;82;9;3;685
;661006;82;9;3;171
;661007;82;9;3;51
;661008;82;9;3;127
;661009;82;9;3;17
;661010;82;9;3;29
;665001;73;9;3;91
;665002;73;9;3;48
;665003;73;9;3;53
;665004;73;9;3;27
;665005;73;9;3;9
;665006;73;9;3;38
;665007;73;9;3;36
;665008;73;9;3;38
;671001;73;9;3;381
;671002;73;9;3;89
;671003;73;9;3;73
;671004;73;9;3;39
;671005;73;9;3;73
;671006;73;9;3;63
;671007;73;9;3;41
;706001;66;8;3;399
;706002;66;8;3;174
;706003;66;8;3;51
;706004;66;8;3;178
;706005;66;8;3;220
;706006;66;8;3;1137
;706007;66;8;3;249
;706008;66;8;3;882
;707001;66;8;3;492
;707002;66;8;3;-
;707003;66;8;3;46
;707004;66;8;3;377
;707005;66;8;3;161
;707006;66;8;3;48
;707007;66;8;3;84
;707008;66;8;3;41
;707009;66;8;3;325
;707010;66;8;3;63
;710001;69;8;3;283
;710002;69;8;3;262
;710003;69;8;3;199
;710004;69;8;3;497
;710005;69;8;3;65
;710006;69;8;3;671
;710007;69;8;3;458
;710008;69;8;3;256
;710009;69;8;3;86
;710010;69;8;3;132
;710011;69;8;3;35
;710012;69;8;3;404
;710013;69;8;3;29
;710014;69;8;3;89
;727001;70;8;3;1368
;727002;70;8;3;13
;727003;70;8;3;107
;727004;70;8;3;38
;727005;70;8;3;268
;727006;70;8;3;31
;727007;70;8;3;51
;727008;70;8;3;21
;727009;70;8;3;-
;727010;70;8;3;-
;730001;68;8;3;237
;730002;68;8;3;633
;730004;68;8;3;17
;730005;67;8;3;35
;730006;67;8;3;20
;730007;67;8;3;16
;730008;67;8;3;228
;730009;67;8;3;29
;730010;67;8;3;12
;730011;67;8;3;504,97
;730012;67;8;3;568
;730013;67;8;3;432
;730014;67;8;3;133
;730015;67;8;3;29
;730016;68;8;3;43
;730017;68;8;3;18
;730021;68;8;3;117
;730024;68;8;3;252,03
;730025;68;8;3;7
;730026;67;8;3;172
;730027;67;8;3;228
;730028;68;8;3;28
;730029;67;8;3;66
;730030;67;8;3;25
;730031;68;8;3;426
;730032;68;8;3;91
;730033;68;8;3;372
;730034;68;8;3;548
;730036;68;8;3;505
;730037;68;8;3;11
;740001;77;9;3;302
;740002;77;9;3;903
;740003;77;9;3;61
;740004;77;9;3;100
;740005;77;9;3;73
;740006;77;9;3;1356
;740007;77;9;3;278
;740008;77;9;3;99
;740009;77;9;3;55
;740010;77;9;3;46
;740011;77;9;3;182
;740012;77;9;3;32
;740013;77;9;3;700
;740014;77;9;3;37
;740015;77;9;3;123
;740016;77;9;3;67
;740017;77;9;3;27
;740018;77;9;3;375
;740021;78;9;3;698
;740022;78;9;3;63
;740023;78;9;3;837
;740024;78;9;3;59
;740025;78;9;3;27
;740026;78;9;3;318
;740027;78;9;3;843
;740028;78;9;3;41
;740029;78;9;3;207
;740030;78;9;3;160
;740031;78;9;3;829
;740032;78;9;3;277
;741001;70;8;3;46
;741002;70;8;3;5
;746001;70;8;3;90
;746002;70;8;3;854
;746003;70;8;3;328
;746004;70;8;3;1505
;746005;70;8;3;240
;746006;70;8;3;669
;746007;70;8;3;567
;746008;70;8;3;1161
;746009;70;8;3;906
;746010;70;8;3;701
;746011;70;8;3;128
;746012;70;8;3;209
;751001;62;8;3;69
;751002;62;8;3;-
;751003;62;8;3;212
;751004;62;8;3;312
;751006;62;8;3;1914
;751007;62;8;3;192
;751008;63;8;3;1326
;751009;62;8;3;254
;751010;65;8;3;3488,07
;751011;62;8;3;1352
;751012;62;8;3;989
;751013;62;8;3;1407
;751014;62;8;3;1203,66
;751016;63;8;3;81
;751018;63;8;3;1863
;751019;63;8;3;1825
;751020;65;8;3;726,94
;751021;65;8;3;1656,33
;751022;64;8;3;200
;751023;64;8;3;1033
;751024;64;8;3;546
;751025;63;8;3;201
;751026;63;8;3;19
;751027;63;8;3;2722
;751028;63;8;3;1443
;751030;63;8;3;418
;751031;63;8;3;23
;751033;63;8;3;1029
;751041;65;8;3;195
;751042;64;8;3;485
;751043;64;8;3;289
;751044;64;8;3;384
;751045;64;8;3;805
;751047;65;8;3;1415
;751048;65;8;3;940
;751049;65;8;3;641
;751050;65;8;3;530
;751051;65;8;3;2473
;751053;64;8;3;578
;751055;64;8;3;120
;751056;64;8;3;257
;751061;65;8;3;2141
;751062;63;8;3;263
;751063;63;8;3;546
;751064;63;8;3;1149
;751065;65;8;3;1102
;751066;62;8;3;564
;751067;64;8;3;477
;751068;64;8;3;99
;756001;79;9;3;153
;756002;79;9;3;63
;756003;79;9;3;81
;756004;79;9;3;20
;756005;79;9;3;808
;756006;79;9;3;12
;756007;79;9;3;1153
;756008;79;9;3;101
;756009;79;9;3;191
;756010;79;9;3;186
;760001;83;9;3;121,42
;760002;83;9;3;48
;760004;83;9;3;22,76
;760007;83;9;3;66,82
;760010;83;9;3;174
;760012;83;9;3;58
;760014;83;9;3;891
;760016;83;9;3;44
;760021;83;9;3;45
;760022;83;9;3;100
;760024;83;9;3;537
;760025;83;9;3;45
;760027;83;9;3;51
;760028;83;9;3;32
;760030;83;9;3;241
;760032;83;9;3;21
;760033;83;9;3;79
;760035;83;9;3;207
;766001;72;8;3;1197
;766002;72;8;3;184
;766003;72;8;3;107
;766004;72;8;3;106
;766005;72;8;3;26
;766006;72;8;3;52
;766007;72;8;3;311
;766010;72;8;3;30
;766011;72;8;3;40
;766012;72;8;3;112
;766013;72;8;3;128
;766014;72;8;3;21
;766015;72;8;3;156
;766017;72;8;3;89
;766020;72;8;3;185
;766021;72;8;3;317
;766022;72;8;3;87
;766023;72;8;3;63
;766024;72;8;3;33
;773001;87;10;3;18
;773002;87;10;3;67
;773003;87;10;3;77,44
;773004;87;10;3;11
;773005;87;10;3;262,56
;779020;74;9;3;20
;779021;74;9;3;745
;779022;74;9;3;280
;779023;74;9;3;141
;779024;74;9;3;63
;779025;74;9;3;55
;779026;74;9;3;88
;779027;74;9;3;68
;787001;87;10;3;684,50
;787002;87;10;3;126,29
;787003;87;10;3;92,42
;787004;87;10;3;59,24
;787005;87;10;3;112,97
;787006;87;10;3;39
;787007;87;10;3;17,45
;787008;87;10;3;38,76
;787009;87;10;3;55,22
;787010;87;10;3;57
;787011;87;10;3;21,65
;787012;87;10;3;77,37
;787013;87;10;3;13,13
;787014;87;10;3;103
