Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Opførelsesår_Antal_boliger_1990-1999
;265014;36;5;2;33
;265015;36;5;2;83
;265016;36;5;2;37
;265017;36;5;2;169
;265018;36;5;2;19
;265021;36;5;2;192
;269001;35;5;2;138
;269004;35;5;2;133
;269005;35;5;2;436
;270001;23;3;1;93
;270002;23;3;1;80
;270003;23;3;1;4
;270004;23;3;1;103
;270005;23;3;1;58
;270006;23;3;1;229
;270007;23;3;1;25
;270008;23;3;1;227
;270009;23;3;1;5
;270010;23;3;1;39
;270011;23;3;1;50
;270012;23;3;1;27
;306001;38;5;2;121
;306002;38;5;2;68
;306003;38;5;2;33
;306004;38;5;2;95
;306005;38;5;2;27
;306006;38;5;2;64
;306007;38;5;2;144
;306008;38;5;2;77
;306010;38;5;2;25
;306011;38;5;2;71
;306012;38;5;2;6
;306013;38;5;2;14
;316001;37;5;2;91
;316002;37;5;2;681
;316003;37;5;2;176
;316004;37;5;2;129
;316005;37;5;2;160
;316006;37;5;2;49
;316007;37;5;2;144
;316008;37;5;2;62
;316009;37;5;2;71
;316010;37;5;2;32
;316011;37;5;2;74
;316012;37;5;2;26
;316013;37;5;2;89
;316014;37;5;2;50
;316015;37;5;2;24
;320001;33;5;2;110
;320002;33;5;2;283
;320003;33;5;2;220
;320004;33;5;2;149
;320005;33;5;2;78
;320006;33;5;2;90
;320007;33;5;2;89
;326001;38;5;2;73
;326002;38;5;2;8
;326003;38;5;2;83
;326004;38;5;2;53
;326005;38;5;2;16
;326006;38;5;2;18
;326007;38;5;2;29
;326008;38;5;2;47
;326009;38;5;2;89
;326010;38;5;2;20
;326011;38;5;2;5
;326012;38;5;2;28
;326013;38;5;2;21
;326014;38;5;2;32
;326015;38;5;2;30
;326016;38;5;2;64
;326017;38;5;2;19
;326018;38;5;2;180
;329001;39;5;2;485
;329002;39;5;2;3
;329003;39;5;2;15
;329004;39;5;2;36
;329005;39;5;2;6
;329006;39;5;2;86
;329008;39;5;2;41
;329009;39;5;2;9
;329010;39;5;2;10
;329011;39;5;2;30
;329012;39;5;2;24
;329013;39;5;2;9
;329014;39;5;2;20
;330001;40;5;2;45
;330003;40;5;2;75
;330004;40;5;2;28
;330005;40;5;2;145
;330006;40;5;2;162
;330007;40;5;2;18
;330008;40;5;2;39
;330009;40;5;2;208
;330010;40;5;2;37
;330011;40;5;2;334
;330012;40;5;2;-
;330013;40;5;2;27
;330017;40;5;2;-
;330019;40;5;2;492
;330021;40;5;2;106
;330022;40;5;2;424
;330024;40;5;2;7
;330025;40;5;2;101
;336001;33;5;2;127
;336002;33;5;2;178
;336003;33;5;2;205
;336004;33;5;2;79
;340001;39;5;2;106
;340002;39;5;2;9
;340004;39;5;2;20
;340005;39;5;2;285
;340006;39;5;2;145
;340008;39;5;2;70
;340010;39;5;2;137
;350001;34;5;2;120
;350002;34;5;2;35
;350003;34;5;2;51
;350004;34;5;2;17
;350005;34;5;2;24
;350006;34;5;2;186
;350008;34;5;2;114
;350009;34;5;2;36
;350011;34;5;2;140
;350012;34;5;2;37
;360001;29;5;2;2
;360003;29;5;2;8
;360008;29;5;2;3
;360011;29;5;2;77,53
;360013;29;5;2;167
;360014;29;5;2;-
;360019;29;5;2;36
;360020;29;5;2;143
;360021;29;5;2;9,43
;360026;29;5;2;10,04
;360027;29;5;2;5
;360028;29;5;2;-
;360029;29;5;2;23
;360035;29;5;2;7
;360036;29;5;2;3
;360037;29;5;2;30
;370001;32;5;2;174
;370002;32;5;2;7
;370003;32;5;2;9
;370004;32;5;2;30
;370005;32;5;2;8
;370006;32;5;2;16
;370007;32;5;2;57
;370008;32;5;2;211
;370009;32;5;2;14
;370010;32;5;2;37
;370011;32;5;2;66
;370012;32;5;2;3
;370014;32;5;2;76
;370020;32;5;2;33
;370021;32;5;2;146
;370022;32;5;2;253
;370023;32;5;2;161
;370024;32;5;2;130
;370026;32;5;2;8
;370027;32;5;2;370
;370028;32;5;2;215
;370029;32;5;2;3
;370031;32;5;2;33
;370032;32;5;2;59
;376001;30;5;2;212
;376002;30;5;2;26
;376003;30;5;2;48
;376004;30;5;2;221
;376005;30;5;2;1
;376006;30;5;2;8
;376007;30;5;2;49
;376008;30;5;2;14
;376009;30;5;2;4
;376010;30;5;2;27
;376011;30;5;2;14
;376012;30;5;2;10
;376013;30;5;2;172
;376014;30;5;2;8
;376015;30;5;2;3
;376016;30;5;2;46
;376017;30;5;2;8
;376018;30;5;2;22
;376019;30;5;2;80
;376020;30;5;2;6
;390001;31;5;2;180
;390002;31;5;2;99
;390003;31;5;2;67
;390004;31;5;2;39
;390005;31;5;2;5
;390006;31;5;2;27
;390007;31;5;2;6
;390008;31;5;2;120
;390009;31;5;2;41
;390010;31;5;2;66
;390011;31;5;2;20
;390012;31;5;2;114
;390013;31;5;2;10
;390014;31;5;2;14
;390015;31;5;2;38
;390016;31;5;2;45
;390017;31;5;2;63
;400001;28;4;1;52
;400002;28;4;1;59
;400003;28;4;1;16
;400004;28;4;1;75
;400005;28;4;1;4
;400006;28;4;1;90
;400007;27;4;1;11
;400008;27;4;1;325
;400009;27;4;1;4
;410001;45;6;2;129
;410002;45;6;2;281
;410003;45;6;2;200
;410004;45;6;2;50
;410005;45;6;2;12
;410006;45;6;2;81
;410007;45;6;2;51
;410008;45;6;2;96
;410009;45;6;2;42
;410010;45;6;2;39
;410011;45;6;2;25
;411001;28;4;1;-
;420001;44;6;2;141
;420002;44;6;2;12
;420003;44;6;2;5
;420004;44;6;2;8
;420005;44;6;2;148
;420006;44;6;2;4
;420007;44;6;2;15
;420008;44;6;2;76
;420009;44;6;2;4
;420010;44;6;2;10
;420011;44;6;2;173
;420012;44;6;2;6
;420013;44;6;2;139
;420014;44;6;2;5
;420015;44;6;2;31
;420016;44;6;2;81
;420017;44;6;2;80
;420018;44;6;2;27
;430001;48;6;2;31
;430002;48;6;2;12
;430003;48;6;2;65
;430004;48;6;2;16
;430005;48;6;2;-
;430007;48;6;2;209
;430008;48;6;2;13
;430009;48;6;2;41
;430010;48;6;2;-
;430011;48;6;2;56
;430012;48;6;2;38
;430013;48;6;2;21
;430014;48;6;2;13
;430015;48;6;2;200
;430016;48;6;2;12
;430017;48;6;2;23
;430018;48;6;2;63
;430019;48;6;2;68
;430020;48;6;2;58
;430021;48;6;2;63
;430022;48;6;2;106
;440001;46;6;2;29
;440002;46;6;2;284
;440003;46;6;2;19
;440004;46;6;2;38
;440005;46;6;2;131
;440006;46;6;2;130
;450001;46;6;2;13
;450002;46;6;2;187
;450003;46;6;2;154
;450004;46;6;2;85
;450005;46;6;2;6
;450006;46;6;2;95
;450007;46;6;2;10
;450008;46;6;2;3
;450009;46;6;2;5
;450010;46;6;2;86
;450011;46;6;2;31
;450012;46;6;2;6
;450013;46;6;2;10
;461001;41;6;2;387
;461002;41;6;2;229
;461003;41;6;2;59
;461004;41;6;2;2
;461005;41;6;2;78
;461006;41;6;2;33
;461007;41;6;2;626
;461009;41;6;2;313
;461011;42;6;2;349
;461012;42;6;2;36
;461013;42;6;2;3
;461014;42;6;2;198
;461016;42;6;2;104
;461017;42;6;2;150
;461018;42;6;2;116
;461019;42;6;2;448
;461020;42;6;2;20
;461021;42;6;2;44
;461023;43;6;2;240
;461024;43;6;2;6
;461025;43;6;2;30
;461026;43;6;2;174
;461028;43;6;2;137
;461029;43;6;2;79
;461030;43;6;2;435
;461031;43;6;2;32
;461032;43;6;2;3
;461033;43;6;2;373
;461035;41;6;2;4
;461036;41;6;2;450
;479001;47;6;2;783
;479002;47;6;2;53
;479003;47;6;2;73
;479004;47;6;2;19,29
;479005;47;6;2;190
;479006;47;6;2;-
;479007;47;6;2;110
;479008;47;6;2;14,71
;479009;47;6;2;36
;479010;47;6;2;104
;479011;47;6;2;191
;479014;47;6;2;9
;479016;47;6;2;51
;479017;47;6;2;37
;479019;47;6;2;46
;479021;47;6;2;28
;479023;47;6;2;53
;479025;47;6;2;5
;479027;47;6;2;26
;480001;45;6;2;137
;480002;45;6;2;5
;480003;45;6;2;31
;480004;45;6;2;178
;480005;45;6;2;6
;480006;45;6;2;11
;480007;45;6;2;6
;480008;45;6;2;80
;480009;45;6;2;22
;480010;45;6;2;99
;482001;47;6;2;12,55
;482002;47;6;2;44,17
;482005;47;6;2;107,29
;482007;47;6;2;16,09
;482011;47;6;2;8,91
;492001;48;6;2;37
;492002;48;6;2;14
;492003;48;6;2;8
;510001;61;7;2;253,95
;510002;61;7;2;136
;510003;61;7;2;44,91
;510004;61;7;2;9,03
;510005;61;7;2;11,22
;510006;61;7;2;98,64
;510007;61;7;2;-
;510008;61;7;2;30,18
;510009;61;7;2;135
;510010;61;7;2;33,82
;510011;61;7;2;26,15
;510012;61;7;2;30,18
;510013;61;7;2;46,15
;510014;61;7;2;7,67
;510015;61;7;2;8
;510016;61;7;2;3
;510017;61;7;2;255,20
;510018;61;7;2;40,90
;510019;61;7;2;8
;510020;61;7;2;46,93
;510021;61;7;2;6,32
;510022;61;7;2;5,75
;530001;55;7;2;563
;530002;55;7;2;65
;530003;55;7;2;107
;530004;55;7;2;14
;530005;55;7;2;19
;530006;55;7;2;367
;530007;55;7;2;57
;540001;49;7;2;152
;540002;49;7;2;33
;540003;49;7;2;116
;540004;49;7;2;57
;540005;49;7;2;136
;540006;49;7;2;128
;540007;49;7;2;14
;540008;49;7;2;3
;540009;49;7;2;956
;540010;49;7;2;34
;540011;49;7;2;166
;540012;49;7;2;169
;540013;49;7;2;70
;540014;49;7;2;17
;540015;49;7;2;155
;540016;49;7;2;240
;540017;49;7;2;11
;550001;51;7;2;31
;550002;51;7;2;21
;550003;51;7;2;1
;550004;51;7;2;38
;550007;51;7;2;2
;550008;51;7;2;34
;550012;51;7;2;117
;550014;51;7;2;28
;550015;51;7;2;10
;550016;51;7;2;5
;550017;51;7;2;27
;550018;51;7;2;9
;550019;51;7;2;2
;550021;51;7;2;4
;550023;51;7;2;71
;550024;51;7;2;8
;550025;51;7;2;329
;550027;51;7;2;14
;550029;51;7;2;9
;550051;51;7;2;27
;550061;51;7;2;77
;550071;51;7;2;8
;561002;52;7;2;348
;561003;52;7;2;13
;561004;52;7;2;117
;561005;52;7;2;78
;561006;52;7;2;375
;561007;52;7;2;89
;561008;53;7;2;39
;561011;52;7;2;67
;561012;53;7;2;53
;561015;52;7;2;105
;561016;53;7;2;469
;561017;53;7;2;21
;561020;53;7;2;124
;561021;52;7;2;24
;561022;52;7;2;19
;561023;52;7;2;-
;561024;53;7;2;150
;561025;53;7;2;327
;561028;53;7;2;403
;561032;53;7;2;22
;561033;53;7;2;33
;561035;53;7;2;-
;561038;53;7;2;12
;561040;53;7;2;76
;563001;52;7;2;88
;563002;52;7;2;2
;573001;54;7;2;686
;573004;54;7;2;38
;573005;54;7;2;33
;573006;54;7;2;20
;573007;54;7;2;47
;573008;54;7;2;19
;573009;54;7;2;24
;573010;54;7;2;36
;573013;54;7;2;51
;573014;54;7;2;17
;573015;54;7;2;35
;573018;54;7;2;190
;573019;54;7;2;22
;573022;54;7;2;18
;573023;54;7;2;50
;573024;54;7;2;13
;573026;54;7;2;33
;573027;54;7;2;27
;573028;54;7;2;28
;573030;54;7;2;178
;573031;54;7;2;84
;573032;54;7;2;25
;573033;54;7;2;19
;575001;55;7;2;183
;575002;55;7;2;15
;575003;55;7;2;110
;575004;55;7;2;12
;575005;55;7;2;25
;575006;55;7;2;13
;575007;55;7;2;139
;575008;55;7;2;6
;575009;55;7;2;97
;575010;55;7;2;4
;575011;55;7;2;52
;575012;55;7;2;3
;575013;55;7;2;3
;575014;55;7;2;328
;575015;55;7;2;14
;575016;55;7;2;68
;575017;55;7;2;19
;575018;55;7;2;19
;575019;55;7;2;31
;580001;50;7;2;4
;580002;50;7;2;8
;580003;50;7;2;405
;580004;50;7;2;91
;580005;50;7;2;49
;580006;50;7;2;14
;580007;50;7;2;13
;580008;50;7;2;75
;580009;50;7;2;56
;580010;50;7;2;8
;580011;50;7;2;28
;580012;50;7;2;205
;580013;50;7;2;62
;580014;50;7;2;209
;580015;50;7;2;193
;580016;50;7;2;335
;580017;50;7;2;255
;580018;50;7;2;105
;607001;58;7;2;160
;607002;58;7;2;18
;607003;58;7;2;397
;607004;58;7;2;10
;607005;58;7;2;245
;607006;58;7;2;514
;607007;58;7;2;52
;607008;58;7;2;304
;615001;71;8;3;51
;615002;71;8;3;237
;615003;71;8;3;298
;615004;71;8;3;-
;615005;71;8;3;203
;615006;71;8;3;109
;615007;71;8;3;105
;615008;71;8;3;31
;615009;71;8;3;68
;615010;71;8;3;32
;615011;71;8;3;188
;615012;71;8;3;117
;615013;71;8;3;132
;615014;71;8;3;13
;615015;71;8;3;12
;615016;71;8;3;48
;615017;71;8;3;91
;615018;71;8;3;114
;615019;71;8;3;44
;615020;71;8;3;5
;615021;71;8;3;1
;615022;71;8;3;5
;621001;59;7;2;443
;621002;59;7;2;136
;621003;59;7;2;211
;621004;59;7;2;745
;621005;59;7;2;135
;621006;59;7;2;170
;621007;59;7;2;163
;621008;60;7;2;149
;621009;60;7;2;150
;621010;60;7;2;112
;621011;60;7;2;93
;621012;60;7;2;119
;621013;60;7;2;83
;621014;60;7;2;265
;621015;60;7;2;148
;630001;57;7;2;66
;630002;57;7;2;308
;630003;57;7;2;62
;630004;57;7;2;51
;630005;57;7;2;40
;630006;57;7;2;113
;630007;57;7;2;29
;630008;57;7;2;34
;630009;57;7;2;475
;630010;57;7;2;56
;630011;57;7;2;191
;630012;57;7;2;23
;630013;57;7;2;31
;630014;57;7;2;93
;630015;57;7;2;135
;630016;56;7;2;89
;630017;56;7;2;222
;630018;56;7;2;54
;630019;56;7;2;27
;630020;56;7;2;21
;630021;56;7;2;16
;630022;56;7;2;4
;630023;56;7;2;17
;630024;56;7;2;274
;630025;56;7;2;9
;630026;56;7;2;60
;630027;56;7;2;79
;630028;56;7;2;40
;630029;56;7;2;34
;630030;56;7;2;314
;630031;56;7;2;48
;630032;56;7;2;246
;630033;56;7;2;65
;630034;56;7;2;78
;657001;80;9;3;1029
;657002;80;9;3;35
;657005;80;9;3;150
;657006;80;9;3;6
;657007;80;9;3;158
;657008;80;9;3;67
;657009;80;9;3;12
;657011;80;9;3;7
;657013;81;9;3;142
;657014;81;9;3;20
;657015;81;9;3;15
;657016;81;9;3;21
;657017;81;9;3;352
;657018;81;9;3;11
;657019;81;9;3;14
;657020;81;9;3;9
;657021;81;9;3;21
;657022;81;9;3;27
;657023;81;9;3;185
;657024;81;9;3;170
;657025;81;9;3;35
;657026;81;9;3;85
;657027;81;9;3;151
;657028;81;9;3;15
;657029;81;9;3;30
;657030;81;9;3;21
;661001;82;9;3;554
;661002;82;9;3;64
;661003;82;9;3;40
;661004;82;9;3;242
;661005;82;9;3;948
;661006;82;9;3;122
;661007;82;9;3;22
;661008;82;9;3;142
;661009;82;9;3;38
;661010;82;9;3;33
;665001;73;9;3;142
;665002;73;9;3;72
;665003;73;9;3;100
;665004;73;9;3;5
;665005;73;9;3;30
;665006;73;9;3;10
;665007;73;9;3;44
;665008;73;9;3;23
;671001;73;9;3;238
;671002;73;9;3;30
;671003;73;9;3;19
;671004;73;9;3;21
;671005;73;9;3;216
;671006;73;9;3;41
;671007;73;9;3;46
;706001;66;8;3;392
;706002;66;8;3;68
;706003;66;8;3;19
;706004;66;8;3;79
;706005;66;8;3;85
;706006;66;8;3;345
;706007;66;8;3;85
;706008;66;8;3;267
;707001;66;8;3;366
;707002;66;8;3;-
;707003;66;8;3;19
;707004;66;8;3;128
;707005;66;8;3;106
;707006;66;8;3;49
;707007;66;8;3;112
;707008;66;8;3;39
;707009;66;8;3;107
;707010;66;8;3;44
;710001;69;8;3;153
;710002;69;8;3;263
;710003;69;8;3;17
;710004;69;8;3;343
;710005;69;8;3;15
;710006;69;8;3;181
;710007;69;8;3;305
;710008;69;8;3;67
;710009;69;8;3;88
;710010;69;8;3;76
;710011;69;8;3;30
;710012;69;8;3;153
;710013;69;8;3;32
;710014;69;8;3;32
;727001;70;8;3;564
;727002;70;8;3;2
;727003;70;8;3;70
;727004;70;8;3;12
;727005;70;8;3;114
;727006;70;8;3;28
;727007;70;8;3;17
;727008;70;8;3;19
;727009;70;8;3;-
;727010;70;8;3;-
;730001;68;8;3;33
;730002;68;8;3;31
;730004;68;8;3;7
;730005;67;8;3;22
;730006;67;8;3;8
;730007;67;8;3;33
;730008;67;8;3;116
;730009;67;8;3;23
;730010;67;8;3;19
;730011;67;8;3;204,96
;730012;67;8;3;103
;730013;67;8;3;158
;730014;67;8;3;91
;730015;67;8;3;7
;730016;68;8;3;13
;730017;68;8;3;26
;730021;68;8;3;32
;730024;68;8;3;20,04
;730025;68;8;3;35
;730026;67;8;3;34
;730027;67;8;3;15
;730028;68;8;3;107
;730029;67;8;3;87
;730030;67;8;3;34
;730031;68;8;3;81
;730032;68;8;3;65
;730033;68;8;3;200
;730034;68;8;3;162
;730036;68;8;3;100
;730037;68;8;3;16
;740001;77;9;3;93
;740002;77;9;3;110
;740003;77;9;3;42
;740004;77;9;3;34
;740005;77;9;3;32
;740006;77;9;3;105
;740007;77;9;3;270
;740008;77;9;3;35
;740009;77;9;3;24
;740010;77;9;3;30
;740011;77;9;3;139
;740012;77;9;3;20
;740013;77;9;3;215
;740014;77;9;3;7
;740015;77;9;3;18
;740016;77;9;3;63
;740017;77;9;3;15
;740018;77;9;3;63
;740021;78;9;3;180
;740022;78;9;3;49
;740023;78;9;3;326
;740024;78;9;3;34
;740025;78;9;3;12
;740026;78;9;3;-
;740027;78;9;3;91
;740028;78;9;3;207
;740029;78;9;3;282
;740030;78;9;3;114
;740031;78;9;3;369
;740032;78;9;3;311
;741001;70;8;3;39
;741002;70;8;3;11
;746001;70;8;3;42
;746002;70;8;3;335
;746003;70;8;3;54
;746004;70;8;3;427
;746005;70;8;3;116
;746006;70;8;3;197
;746007;70;8;3;306
;746008;70;8;3;212
;746009;70;8;3;124
;746010;70;8;3;96
;746011;70;8;3;42
;746012;70;8;3;26
;751001;62;8;3;119
;751002;62;8;3;96
;751003;62;8;3;396
;751004;62;8;3;32
;751006;62;8;3;483
;751007;62;8;3;41
;751008;63;8;3;452
;751009;62;8;3;157
;751010;65;8;3;101,42
;751011;62;8;3;283
;751012;62;8;3;169
;751013;62;8;3;171
;751014;62;8;3;31,39
;751016;63;8;3;29
;751018;63;8;3;361
;751019;63;8;3;496
;751020;65;8;3;103,76
;751021;65;8;3;236,43
;751022;64;8;3;63
;751023;64;8;3;425
;751024;64;8;3;266
;751025;63;8;3;70
;751026;63;8;3;284
;751027;63;8;3;142
;751028;63;8;3;485
;751030;63;8;3;226
;751031;63;8;3;28
;751033;63;8;3;276
;751041;65;8;3;46
;751042;64;8;3;58
;751043;64;8;3;254
;751044;64;8;3;121
;751045;64;8;3;201
;751047;65;8;3;652
;751048;65;8;3;269
;751049;65;8;3;111
;751050;65;8;3;559
;751051;65;8;3;429
;751053;64;8;3;42
;751055;64;8;3;56
;751056;64;8;3;10
;751061;65;8;3;1076
;751062;63;8;3;-
;751063;63;8;3;287
;751064;63;8;3;65
;751065;65;8;3;375
;751066;62;8;3;719
;751067;64;8;3;82
;751068;64;8;3;1
;756001;79;9;3;78
;756002;79;9;3;21
;756003;79;9;3;27
;756004;79;9;3;8
;756005;79;9;3;329
;756006;79;9;3;6
;756007;79;9;3;732
;756008;79;9;3;26
;756009;79;9;3;48
;756010;79;9;3;33
;760001;83;9;3;178,31
;760002;83;9;3;35
;760004;83;9;3;23,87
;760007;83;9;3;48,82
;760010;83;9;3;124
;760012;83;9;3;103
;760014;83;9;3;254
;760016;83;9;3;28
;760021;83;9;3;86
;760022;83;9;3;72
;760024;83;9;3;297
;760025;83;9;3;15
;760027;83;9;3;46
;760028;83;9;3;33
;760030;83;9;3;217
;760032;83;9;3;23
;760033;83;9;3;31
;760035;83;9;3;104
;766001;72;8;3;458
;766002;72;8;3;126
;766003;72;8;3;44
;766004;72;8;3;43
;766005;72;8;3;9
;766006;72;8;3;35
;766007;72;8;3;214
;766010;72;8;3;20
;766011;72;8;3;26
;766012;72;8;3;92
;766013;72;8;3;21
;766014;72;8;3;17
;766015;72;8;3;56
;766017;72;8;3;43
;766020;72;8;3;44
;766021;72;8;3;131
;766022;72;8;3;56
;766023;72;8;3;8
;766024;72;8;3;32
;773001;87;10;3;6
;773002;87;10;3;50,29
;773003;87;10;3;19,82
;773004;87;10;3;12
;773005;87;10;3;159,89
;779020;74;9;3;14
;779021;74;9;3;823
;779022;74;9;3;160
;779023;74;9;3;74
;779024;74;9;3;34
;779025;74;9;3;104
;779026;74;9;3;66
;779027;74;9;3;30
;787001;87;10;3;326,21
;787002;87;10;3;38,43
;787003;87;10;3;90,61
;787004;87;10;3;66,53
;787005;87;10;3;31,39
;787006;87;10;3;7
;787007;87;10;3;15,13
;787008;87;10;3;16,28
;787009;87;10;3;18,75
;787010;87;10;3;12
;787011;87;10;3;15,11
;787012;87;10;3;31,98
;787013;87;10;3;19,59
;787014;87;10;3;20
;787015;87;10;3;39
;791001;75;9;3;85
;791002;75;9;3;85
;791003;75;9;3;53
;791004;75;9;3;58
